OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Ukraine,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Latvia,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Tunisia,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Jordan,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Andorra,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Armenia,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Dominican Republic,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Argentina,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Liechtenstein,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Bhutan,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Gibraltar,1,0,1,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Serbia,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Vatican City,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Cameroon,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Colombia,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
South Africa,1,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
TOTAL,101449,3456,6335,49,55648,,Fri Mar  6 13:29:32 PST 2020,1583530172
