OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Jordan,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Andorra,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Armenia,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Liechtenstein,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Bhutan,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Gibraltar,1,0,1,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Vatican City,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Turkey,1,0,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
Queue,2850,15,,,,Thu Mar 12 10:54:27 PDT 2020,1584035667
TOTAL,134446,4948,5795,63,68341,Thu Mar 12 10:54:27 PDT 2020,1584035667
