OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 13:49:41 PST 2020,1583617781
South Korea,7041,48,,36,118,Sat Mar  7 13:49:41 PST 2020,1583617781
Iran,5823,145,,,1669,Sat Mar  7 13:49:41 PST 2020,1583617781
Italy,5883,233,462,,589,Sat Mar  7 13:49:41 PST 2020,1583617781
Germany,800,0,,2,17,Sat Mar  7 13:49:41 PST 2020,1583617781
Diamond Princess,696,7,33,,40,Sat Mar  7 13:49:41 PST 2020,1583617781
France,949,16,21,,12,Sat Mar  7 13:49:41 PST 2020,1583617781
Spain,500,10,11,,30,Sat Mar  7 13:49:41 PST 2020,1583617781
Japan,461,6,29,,10,Sat Mar  7 13:49:41 PST 2020,1583617781
United States,396,19,2,6,9,Sat Mar  7 13:49:41 PST 2020,1583617781
Switzerland,264,1,,,3,Sat Mar  7 13:49:41 PST 2020,1583617781
United Kingdom,209,2,,,12,Sat Mar  7 13:49:41 PST 2020,1583617781
Sweden,161,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Singapore,138,0,,8,90,Sat Mar  7 13:49:41 PST 2020,1583617781
Netherlands,188,1,1,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Norway,156,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Belgium,169,0,1,,1,Sat Mar  7 13:49:41 PST 2020,1583617781
Hong Kong,108,2,2,4,51,Sat Mar  7 13:49:41 PST 2020,1583617781
Malaysia,83,0,,,23,Sat Mar  7 13:49:41 PST 2020,1583617781
Austria,79,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Greece,66,0,1,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Australia,62,2,,,22,Sat Mar  7 13:49:41 PST 2020,1583617781
Bahrain,62,0,,,6,Sat Mar  7 13:49:41 PST 2020,1583617781
Kuwait,61,0,0,0,0,Sat Mar  7 13:49:41 PST 2020,1583617781
Canada,60,0,,1,8,Sat Mar  7 13:49:41 PST 2020,1583617781
Iceland,50,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Thailand,47,1,1,,31,Sat Mar  7 13:49:41 PST 2020,1583617781
Iraq,46,3,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Taiwan,45,1,0,0,12,Sat Mar  7 13:49:41 PST 2020,1583617781
UAE,45,0,2,,7,Sat Mar  7 13:49:41 PST 2020,1583617781
India,34,0,,,3,Sat Mar  7 13:49:41 PST 2020,1583617781
Portugal,21,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Czech Republic,19,0,0,0,0,Sat Mar  7 13:49:41 PST 2020,1583617781
Ireland,19,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Algeria,17,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Israel,17,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Vietnam,20,0,,,16,Sat Mar  7 13:49:41 PST 2020,1583617781
San Marino,16,1,3,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Lebanon,16,0,,1,,Sat Mar  7 13:49:41 PST 2020,1583617781
Oman,16,0,,,2,Sat Mar  7 13:49:41 PST 2020,1583617781
Denmark,15,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Ecuador,14,0,,1,,Sat Mar  7 13:49:41 PST 2020,1583617781
Brazil,13,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Romania,13,0,,,3,Sat Mar  7 13:49:41 PST 2020,1583617781
Finland,12,0,,,1,Sat Mar  7 13:49:41 PST 2020,1583617781
Qatar,12,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
Macau,10,0,,,6,Sat Mar  7 13:49:41 PST 2020,1583617781
Croatia,10,0,,,,Sat Mar  7 13:49:41 PST 2020,1583617781
