OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 08:37:38 PST 2020,1583599058
South Korea,7041,48,,36,118,Sat Mar  7 08:37:38 PST 2020,1583599058
Iran,5823,145,,,1669,Sat Mar  7 08:37:38 PST 2020,1583599058
Italy,4636,197,462,,523,Sat Mar  7 08:37:38 PST 2020,1583599058
Diamond Princess,696,7,33,,40,Sat Mar  7 08:37:38 PST 2020,1583599058
Germany,718,0,,2,17,Sat Mar  7 08:37:38 PST 2020,1583599058
France,716,11,21,,12,Sat Mar  7 08:37:38 PST 2020,1583599058
Spain,500,10,11,,30,Sat Mar  7 08:37:38 PST 2020,1583599058
Japan,461,6,29,,10,Sat Mar  7 08:37:38 PST 2020,1583599058
United States,329,16,2,6,9,Sat Mar  7 08:37:38 PST 2020,1583599058
Switzerland,264,1,,,3,Sat Mar  7 08:37:38 PST 2020,1583599058
United Kingdom,206,2,,,12,Sat Mar  7 08:37:38 PST 2020,1583599058
Sweden,161,0,,,,Sat Mar  7 08:37:38 PST 2020,1583599058
Singapore,138,0,,8,90,Sat Mar  7 08:37:38 PST 2020,1583599058
Netherlands,188,1,1,,,Sat Mar  7 08:37:38 PST 2020,1583599058
Norway,136,0,,,,Sat Mar  7 08:37:38 PST 2020,1583599058
Belgium,169,0,1,,1,Sat Mar  7 08:37:38 PST 2020,1583599058
Hong Kong,108,2,2,4,51,Sat Mar  7 08:37:38 PST 2020,1583599058
Malaysia,83,0,,,23,Sat Mar  7 08:37:38 PST 2020,1583599058
Austria,79,0,,,,Sat Mar  7 08:37:38 PST 2020,1583599058
Australia,62,2,,,22,Sat Mar  7 08:37:38 PST 2020,1583599058
Kuwait,58,0,0,0,0,Sat Mar  7 08:37:38 PST 2020,1583599058
Bahrain,56,0,,,1,Sat Mar  7 08:37:38 PST 2020,1583599058
Canada,54,0,,1,8,Sat Mar  7 08:37:38 PST 2020,1583599058
Thailand,47,1,1,,31,Sat Mar  7 08:37:38 PST 2020,1583599058
Iraq,46,3,,,,Sat Mar  7 08:37:38 PST 2020,1583599058
