OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80754,3136,4794,,59897,Mon Mar  9 20:25:22 PDT 2020,1583810722
South Korea,7513,54,,36,247,Mon Mar  9 20:25:22 PDT 2020,1583810722
Italy,9172,463,733,,724,Mon Mar  9 20:25:22 PDT 2020,1583810722
Iran,7161,237,,,2394,Mon Mar  9 20:25:22 PDT 2020,1583810722
France,1412,30,66,,12,Mon Mar  9 20:25:22 PDT 2020,1583810722
Germany,1224,2,,2,18,Mon Mar  9 20:25:22 PDT 2020,1583810722
Spain,1231,30,11,,32,Mon Mar  9 20:25:22 PDT 2020,1583810722
Diamond Princess,696,7,31,,245,Mon Mar  9 20:25:22 PDT 2020,1583810722
United States,637,27,2,6,9,Mon Mar  9 20:25:22 PDT 2020,1583810722
Japan,497,7,30,,59,Mon Mar  9 20:25:22 PDT 2020,1583810722
Switzerland,374,2,,,3,Mon Mar  9 20:25:22 PDT 2020,1583810722
Netherlands,321,3,1,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
United Kingdom,319,3,,,12,Mon Mar  9 20:25:22 PDT 2020,1583810722
Sweden,248,0,,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
Belgium,239,0,1,1,1,Mon Mar  9 20:25:22 PDT 2020,1583810722
Norway,227,0,,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
Singapore,160,0,,10,93,Mon Mar  9 20:25:22 PDT 2020,1583810722
Austria,131,0,,,2,Mon Mar  9 20:25:22 PDT 2020,1583810722
Malaysia,117,0,2,,24,Mon Mar  9 20:25:22 PDT 2020,1583810722
Hong Kong,116,2,2,4,59,Mon Mar  9 20:25:22 PDT 2020,1583810722
Bahrain,109,0,,,14,Mon Mar  9 20:25:22 PDT 2020,1583810722
Australia,91,3,,,22,Mon Mar  9 20:25:22 PDT 2020,1583810722
Greece,84,0,1,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
Canada,67,0,,1,8,Mon Mar  9 20:25:22 PDT 2020,1583810722
Iceland,65,0,,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
Kuwait,64,0,2,1,0,Mon Mar  9 20:25:22 PDT 2020,1583810722
Iraq,60,5,,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
UAE,59,0,2,,7,Mon Mar  9 20:25:22 PDT 2020,1583810722
Egypt,55,1,,,1,Mon Mar  9 20:25:22 PDT 2020,1583810722
Thailand,50,1,1,,31,Mon Mar  9 20:25:22 PDT 2020,1583810722
San Marino,49,2,5,,,Mon Mar  9 20:25:22 PDT 2020,1583810722
