OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80695,3097,5264,,57065,Sat Mar  7 19:05:32 PST 2020,1583636732
South Korea,7134,50,,36,118,Sat Mar  7 19:05:32 PST 2020,1583636732
Iran,5823,145,,,1669,Sat Mar  7 19:05:32 PST 2020,1583636732
Italy,5883,233,462,,589,Sat Mar  7 19:05:32 PST 2020,1583636732
Germany,800,0,,2,17,Sat Mar  7 19:05:32 PST 2020,1583636732
Diamond Princess,696,7,33,,40,Sat Mar  7 19:05:32 PST 2020,1583636732
France,949,16,21,,12,Sat Mar  7 19:05:32 PST 2020,1583636732
Spain,516,10,11,,30,Sat Mar  7 19:05:32 PST 2020,1583636732
Japan,461,6,29,,10,Sat Mar  7 19:05:32 PST 2020,1583636732
United States,439,19,2,6,9,Sat Mar  7 19:05:32 PST 2020,1583636732
Switzerland,264,1,,,3,Sat Mar  7 19:05:32 PST 2020,1583636732
United Kingdom,209,2,,,12,Sat Mar  7 19:05:32 PST 2020,1583636732
Sweden,161,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Singapore,138,0,,8,90,Sat Mar  7 19:05:32 PST 2020,1583636732
Netherlands,188,1,1,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Norway,156,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Belgium,169,0,1,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Hong Kong,108,2,2,4,51,Sat Mar  7 19:05:32 PST 2020,1583636732
Malaysia,93,0,,,23,Sat Mar  7 19:05:32 PST 2020,1583636732
Austria,79,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Australia,77,3,,,22,Sat Mar  7 19:05:32 PST 2020,1583636732
Greece,66,0,1,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Bahrain,62,0,,,6,Sat Mar  7 19:05:32 PST 2020,1583636732
Kuwait,61,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Canada,60,0,,1,8,Sat Mar  7 19:05:32 PST 2020,1583636732
Iceland,50,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Egypt,48,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Thailand,47,1,1,,31,Sat Mar  7 19:05:32 PST 2020,1583636732
Iraq,46,3,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Taiwan,45,1,0,0,12,Sat Mar  7 19:05:32 PST 2020,1583636732
UAE,45,0,2,,7,Sat Mar  7 19:05:32 PST 2020,1583636732
India,34,0,,,3,Sat Mar  7 19:05:32 PST 2020,1583636732
Lebanon,28,0,,1,,Sat Mar  7 19:05:32 PST 2020,1583636732
Portugal,21,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Vietnam,21,0,,,16,Sat Mar  7 19:05:32 PST 2020,1583636732
Czech Republic,19,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Finland,19,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Brazil,19,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Ireland,19,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Algeria,17,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Israel,17,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
San Marino,16,1,3,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Oman,16,0,,,2,Sat Mar  7 19:05:32 PST 2020,1583636732
Denmark,15,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Russia,15,0,,,3,Sat Mar  7 19:05:32 PST 2020,1583636732
Ecuador,14,0,,1,,Sat Mar  7 19:05:32 PST 2020,1583636732
Romania,13,0,,,3,Sat Mar  7 19:05:32 PST 2020,1583636732
Qatar,12,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Slovenia,12,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Macau,10,0,,,6,Sat Mar  7 19:05:32 PST 2020,1583636732
Croatia,10,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Georgia,9,0,1,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Argentina,9,1,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Saudi Arabia,7,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Belarus,6,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Azerbaijan,6,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Mexico,6,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Philippines,6,1,1,,2,Sat Mar  7 19:05:32 PST 2020,1583636732
New Zealand,5,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Estonia,5,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Pakistan,5,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Poland,5,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Chile,5,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Senegal,4,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Palestine,4,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Indonesia,4,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Afghanistan,4,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Luxembourg,3,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Hungary,2,0,0,0,0,Sat Mar  7 19:05:32 PST 2020,1583636732
Morocco,2,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Bosnia,2,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Cameroon,2,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Cambodia,2,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Nepal,1,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
Sri Lanka,1,0,,,1,Sat Mar  7 19:05:32 PST 2020,1583636732
North Macedonia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Nigeria,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Lithuania,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Monaco,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Ukraine,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Latvia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Tunisia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Jordan,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Andorra,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Armenia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Dominican Republic,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Liechtenstein,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Bhutan,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Gibraltar,1,0,1,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Serbia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Vatican City,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
Colombia,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
South Africa,1,0,,,,Sat Mar  7 19:05:32 PST 2020,1583636732
TOTAL,106038,3600,5836,59,59866,Sat Mar  7 19:05:32 PST 2020,1583636732
