OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80754,3136,4794,,59897,Tue Mar 10 00:04:43 PDT 2020,1583823883
South Korea,7513,54,,36,247,Tue Mar 10 00:04:43 PDT 2020,1583823883
Italy,9172,463,733,,724,Tue Mar 10 00:04:43 PDT 2020,1583823883
Iran,7161,237,,,2394,Tue Mar 10 00:04:43 PDT 2020,1583823883
France,1412,30,66,,12,Tue Mar 10 00:04:43 PDT 2020,1583823883
Germany,1224,2,,2,18,Tue Mar 10 00:04:43 PDT 2020,1583823883
Spain,1231,30,11,,32,Tue Mar 10 00:04:43 PDT 2020,1583823883
United States,702,27,2,6,9,Tue Mar 10 00:04:43 PDT 2020,1583823883
Diamond Princess,696,7,31,,245,Tue Mar 10 00:04:43 PDT 2020,1583823883
Japan,522,7,30,,59,Tue Mar 10 00:04:43 PDT 2020,1583823883
Switzerland,374,2,,,3,Tue Mar 10 00:04:43 PDT 2020,1583823883
Netherlands,321,3,1,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
United Kingdom,319,3,,,12,Tue Mar 10 00:04:43 PDT 2020,1583823883
Sweden,248,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Belgium,239,0,1,1,1,Tue Mar 10 00:04:43 PDT 2020,1583823883
Norway,227,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Singapore,160,0,,10,93,Tue Mar 10 00:04:43 PDT 2020,1583823883
Austria,131,0,,,2,Tue Mar 10 00:04:43 PDT 2020,1583823883
Malaysia,117,0,2,,24,Tue Mar 10 00:04:43 PDT 2020,1583823883
Hong Kong,116,2,2,4,59,Tue Mar 10 00:04:43 PDT 2020,1583823883
Bahrain,109,0,,,14,Tue Mar 10 00:04:43 PDT 2020,1583823883
Australia,101,3,,,22,Tue Mar 10 00:04:43 PDT 2020,1583823883
Greece,84,0,1,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Canada,72,1,,1,8,Tue Mar 10 00:04:43 PDT 2020,1583823883
Iceland,65,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Kuwait,64,0,2,1,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Iraq,60,5,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
UAE,59,0,2,,7,Tue Mar 10 00:04:43 PDT 2020,1583823883
Egypt,55,1,,,1,Tue Mar 10 00:04:43 PDT 2020,1583823883
Thailand,50,1,1,,31,Tue Mar 10 00:04:43 PDT 2020,1583823883
San Marino,49,2,5,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Taiwan,45,1,0,0,15,Tue Mar 10 00:04:43 PDT 2020,1583823883
India,43,0,,,4,Tue Mar 10 00:04:43 PDT 2020,1583823883
Portugal,39,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Israel,39,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Denmark*,37,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Lebanon,32,0,,1,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Czech Republic,31,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Vietnam,31,0,,,16,Tue Mar 10 00:04:43 PDT 2020,1583823883
Finland,30,0,,,1,Tue Mar 10 00:04:43 PDT 2020,1583823883
Brazil,25,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Ireland,24,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Algeria,20,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Philippines,20,1,1,,2,Tue Mar 10 00:04:43 PDT 2020,1583823883
Indonesia,19,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Qatar,18,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Romania,17,0,,,4,Tue Mar 10 00:04:43 PDT 2020,1583823883
Pakistan,16,0,,,2,Tue Mar 10 00:04:43 PDT 2020,1583823883
Oman,16,0,,,2,Tue Mar 10 00:04:43 PDT 2020,1583823883
Poland,16,0,2,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Slovenia,16,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Russia,15,0,,,3,Tue Mar 10 00:04:43 PDT 2020,1583823883
Saudi Arabia,15,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Ecuador,15,0,,1,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Georgia,15,0,1,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Argentina,12,1,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Croatia,12,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Macau,10,0,,,6,Tue Mar 10 00:04:43 PDT 2020,1583823883
Chile,10,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Estonia,10,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Costa Rica,9,0,1,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Hungary,9,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Mexico,7,0,1,,4,Tue Mar 10 00:04:43 PDT 2020,1583823883
Peru,7,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
South Africa,7,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Belarus,6,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Azerbaijan,6,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Latvia,6,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
New Zealand,5,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Luxembourg,5,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Slovakia,5,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Senegal,4,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Palestine,4,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Afghanistan,4,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Bulgaria,4,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Maldives,4,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Bangladesh,3,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Colombia,3,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Morocco,2,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Bosnia,2,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Cameroon,2,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Cambodia,2,0,,,1,Tue Mar 10 00:04:43 PDT 2020,1583823883
Tunisia,2,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Albania,2,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Nigeria,2,0,0,0,0,Tue Mar 10 00:04:43 PDT 2020,1583823883
Moldova,1,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Malta,1,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Togo,1,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
Paraguay,1,0,,,,Tue Mar 10 00:04:43 PDT 2020,1583823883
