OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
South Korea,6593,42,27,25,108,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Iran,4747,124,,,913,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Italy,4636,197,462,,523,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Germany,639,0,,2,17,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
France,613,9,23,,12,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Japan,350,6,29,,10,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
United States,316,14,2,6,9,,Fri Mar  6 16:14:51 PST 2020,1583540091
Spain,296,3,7,,2,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Switzerland,210,1,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
United Kingdom,164,1,,,12,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Sweden,136,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Singapore,130,0,,9,82,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Netherlands,128,1,1,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Belgium,109,0,1,,1,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Hong Kong,108,2,2,4,51,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Norway,101,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Malaysia,83,0,,,23,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Australia,61,2,,,22,,Fri Mar  6 16:14:51 PST 2020,1583540091
Kuwait,58,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Austria,55,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Bahrain,49,0,,,1,,Fri Mar  6 16:14:51 PST 2020,1583540091
Canada,52,0,,1,8,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Thailand,47,1,1,,31,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Taiwan,45,1,0,0,12,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Greece,45,0,1,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Iraq,35,2,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Iceland,34,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
India,30,0,,,3,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
UAE,27,0,2,,5,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Ireland,18,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Algeria,17,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Israel,17,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Vietnam,17,0,,,16,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
San Marino,16,1,3,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Lebanon,16,0,,1,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Oman,16,0,,,2,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Denmark,15,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Ecuador,13,0,,1,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Brazil,13,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Finland,12,0,,,1,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Macau,10,0,,,6,,Fri Mar  6 16:14:51 PST 2020,1583540091
Croatia,10,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Georgia,9,0,1,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Qatar,8,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Portugal,8,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Romania,8,0,,,3,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Belarus,6,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Azerbaijan,6,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Slovenia,6,0,,,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Mexico,5,0,,,1,,Fri Mar  6 16:14:51 PST 2020,1583540091
Estonia,5,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Saudi Arabia,5,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Pakistan,5,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Philippines,5,1,1,,2,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Poland,5,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Chile,5,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Senegal,4,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Palestine,4,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Russia,4,0,,,2,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
New Zealand,4,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Indonesia,4,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Egypt,3,0,,,1,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Hungary,2,0,0,0,0,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Morocco,2,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Bosnia,2,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Luxembourg,2,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Cameroon,2,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Nepal,1,0,,,1,,Fri Mar  6 16:14:51 PST 2020,1583540091
Cambodia,1,0,,,1,,Fri Mar  6 16:14:51 PST 2020,1583540091
Sri Lanka,1,0,,,1,,Fri Mar  6 16:14:51 PST 2020,1583540091
Afghanistan,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
North Macedonia,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Nigeria,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Lithuania,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Monaco,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Ukraine,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Latvia,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Tunisia,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Jordan,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Andorra,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Armenia,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Dominican Republic,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Argentina,1,0,,,,,Fri Mar  6 16:14:51 PST 2020,1583540091
Liechtenstein,1,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
Bhutan,1,0,,,,Source,Fri Mar  6 16:14:51 PST 2020,1583540091
