OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
South Korea,6593,42,27,25,108,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Iran,4747,124,,,913,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Italy,4636,197,462,,523,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Germany,639,0,,2,17,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
France,613,9,23,,12,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Japan,350,6,29,,10,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Spain,296,3,7,,2,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
United States,259,14,2,6,9,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Sweden,136,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Netherlands,128,1,1,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Singapore,117,0,,7,81,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
United Kingdom,116,1,,,12,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Belgium,109,0,1,,1,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Hong Kong,105,2,2,4,36,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Norway,101,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Switzerland,80,1,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Malaysia,83,0,,,23,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Australia,61,2,,,22,,Fri Mar  6 11:14:16 PST 2020,1583522056
Kuwait,58,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Austria,55,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Bahrain,49,0,,,1,,Fri Mar  6 11:14:16 PST 2020,1583522056
Canada,48,0,,1,8,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Thailand,47,1,1,,31,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Taiwan,45,1,0,0,12,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Iraq,35,2,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Iceland,34,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Greece,31,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
India,30,0,,,3,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
UAE,27,0,2,,5,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Algeria,17,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Israel,17,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Vietnam,16,0,,,16,,Fri Mar  6 11:14:16 PST 2020,1583522056
San Marino,16,1,3,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Lebanon,16,0,,1,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Oman,16,0,,,2,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Denmark,15,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Ecuador,13,0,,1,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Ireland,13,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Finland,12,0,,,1,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Macau,10,0,,,6,,Fri Mar  6 11:14:16 PST 2020,1583522056
Croatia,10,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Brazil,9,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Georgia,9,0,1,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Qatar,8,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Czech Republic,8,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Portugal,8,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Romania,7,0,,,1,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Belarus,6,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Azerbaijan,6,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Slovenia,6,0,,,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Mexico,5,0,,,1,,Fri Mar  6 11:14:16 PST 2020,1583522056
Estonia,5,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Saudi Arabia,5,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Pakistan,5,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Philippines,5,1,1,,2,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Poland,5,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Chile,5,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Senegal,4,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Palestine,4,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Russia,4,0,,,2,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
New Zealand,4,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Indonesia,4,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Egypt,3,0,,,1,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Morocco,2,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Bosnia,2,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Luxembourg,2,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Nepal,1,0,,,1,,Fri Mar  6 11:14:16 PST 2020,1583522056
Cambodia,1,0,,,1,,Fri Mar  6 11:14:16 PST 2020,1583522056
