OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80695,3097,5264,,57065,Sat Mar  7 18:11:22 PST 2020,1583633482
South Korea,7134,50,,36,118,Sat Mar  7 18:11:22 PST 2020,1583633482
Iran,5823,145,,,1669,Sat Mar  7 18:11:22 PST 2020,1583633482
Italy,5883,233,462,,589,Sat Mar  7 18:11:22 PST 2020,1583633482
Germany,800,0,,2,17,Sat Mar  7 18:11:22 PST 2020,1583633482
Diamond Princess,696,7,33,,40,Sat Mar  7 18:11:22 PST 2020,1583633482
France,949,16,21,,12,Sat Mar  7 18:11:22 PST 2020,1583633482
Spain,500,10,11,,30,Sat Mar  7 18:11:22 PST 2020,1583633482
Japan,461,6,29,,10,Sat Mar  7 18:11:22 PST 2020,1583633482
United States,438,19,2,6,9,Sat Mar  7 18:11:22 PST 2020,1583633482
Switzerland,264,1,,,3,Sat Mar  7 18:11:22 PST 2020,1583633482
United Kingdom,209,2,,,12,Sat Mar  7 18:11:22 PST 2020,1583633482
Sweden,161,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Singapore,138,0,,8,90,Sat Mar  7 18:11:22 PST 2020,1583633482
Netherlands,188,1,1,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Norway,156,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Belgium,169,0,1,,1,Sat Mar  7 18:11:22 PST 2020,1583633482
Hong Kong,108,2,2,4,51,Sat Mar  7 18:11:22 PST 2020,1583633482
Malaysia,93,0,,,23,Sat Mar  7 18:11:22 PST 2020,1583633482
Austria,79,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Australia,77,3,,,22,Sat Mar  7 18:11:22 PST 2020,1583633482
Greece,66,0,1,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Bahrain,62,0,,,6,Sat Mar  7 18:11:22 PST 2020,1583633482
Kuwait,61,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Canada,60,0,,1,8,Sat Mar  7 18:11:22 PST 2020,1583633482
Iceland,50,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Egypt,48,0,,,1,Sat Mar  7 18:11:22 PST 2020,1583633482
Thailand,47,1,1,,31,Sat Mar  7 18:11:22 PST 2020,1583633482
Iraq,46,3,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Taiwan,45,1,0,0,12,Sat Mar  7 18:11:22 PST 2020,1583633482
UAE,45,0,2,,7,Sat Mar  7 18:11:22 PST 2020,1583633482
India,34,0,,,3,Sat Mar  7 18:11:22 PST 2020,1583633482
Portugal,21,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Vietnam,21,0,,,16,Sat Mar  7 18:11:22 PST 2020,1583633482
Czech Republic,19,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Finland,19,0,,,1,Sat Mar  7 18:11:22 PST 2020,1583633482
Brazil,19,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Ireland,19,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Algeria,17,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Israel,17,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
San Marino,16,1,3,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Lebanon,16,0,,1,,Sat Mar  7 18:11:22 PST 2020,1583633482
Oman,16,0,,,2,Sat Mar  7 18:11:22 PST 2020,1583633482
Denmark,15,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Russia,15,0,,,3,Sat Mar  7 18:11:22 PST 2020,1583633482
Ecuador,14,0,,1,,Sat Mar  7 18:11:22 PST 2020,1583633482
Romania,13,0,,,3,Sat Mar  7 18:11:22 PST 2020,1583633482
Qatar,12,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Slovenia,12,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Macau,10,0,,,6,Sat Mar  7 18:11:22 PST 2020,1583633482
Croatia,10,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Georgia,9,0,1,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Argentina,9,1,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Saudi Arabia,7,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Belarus,6,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Azerbaijan,6,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Mexico,6,0,,,1,Sat Mar  7 18:11:22 PST 2020,1583633482
Philippines,6,1,1,,2,Sat Mar  7 18:11:22 PST 2020,1583633482
New Zealand,5,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Estonia,5,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Pakistan,5,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Poland,5,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Chile,5,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Senegal,4,0,0,0,0,Sat Mar  7 18:11:22 PST 2020,1583633482
Palestine,4,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Indonesia,4,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
Afghanistan,4,0,,,,Sat Mar  7 18:11:22 PST 2020,1583633482
