OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 16:58:15 PDT 2020,1583971095
Italy,12462,827,1028,,1045,Wed Mar 11 16:58:15 PDT 2020,1583971095
Iran,9000,354,,,2959,Wed Mar 11 16:58:15 PDT 2020,1583971095
South Korea,7755,60,,36,288,Wed Mar 11 16:58:15 PDT 2020,1583971095
France,2281,48,105,,12,Wed Mar 11 16:58:15 PDT 2020,1583971095
Spain,2222,54,126,,183,Wed Mar 11 16:58:15 PDT 2020,1583971095
Germany,1908,3,,2,25,Wed Mar 11 16:58:15 PDT 2020,1583971095
United States,1188,36,2,6,9,Wed Mar 11 16:58:15 PDT 2020,1583971095
Diamond Princess,696,7,18,,245,Wed Mar 11 16:58:15 PDT 2020,1583971095
Switzerland,642,4,,,4,Wed Mar 11 16:58:15 PDT 2020,1583971095
Norway,596,0,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Japan,581,10,31,,59,Wed Mar 11 16:58:15 PDT 2020,1583971095
Denmark*,516,0,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Netherlands,503,5,1,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Sweden,500,1,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
United Kingdom,456,6,,,12,Wed Mar 11 16:58:15 PDT 2020,1583971095
Belgium,314,1,1,1,1,Wed Mar 11 16:58:15 PDT 2020,1583971095
Austria,246,0,,,4,Wed Mar 11 16:58:15 PDT 2020,1583971095
Qatar,238,0,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Bahrain,195,0,,1,35,Wed Mar 11 16:58:15 PDT 2020,1583971095
Singapore,178,0,,9,96,Wed Mar 11 16:58:15 PDT 2020,1583971095
Malaysia,149,0,2,,26,Wed Mar 11 16:58:15 PDT 2020,1583971095
Hong Kong,121,2,2,4,59,Wed Mar 11 16:58:15 PDT 2020,1583971095
Australia,127,3,,,24,Wed Mar 11 16:58:15 PDT 2020,1583971095
Canada,109,1,,1,9,Wed Mar 11 16:58:15 PDT 2020,1583971095
Greece,99,0,2,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Iceland,85,0,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Israel,76,0,1,,3,Wed Mar 11 16:58:15 PDT 2020,1583971095
UAE,74,0,2,,17,Wed Mar 11 16:58:15 PDT 2020,1583971095
Kuwait,72,0,2,1,2,Wed Mar 11 16:58:15 PDT 2020,1583971095
Czech Republic,94,0,0,0,0,Wed Mar 11 16:58:15 PDT 2020,1583971095
San Marino,62,2,5,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Lebanon,61,2,,3,,Wed Mar 11 16:58:15 PDT 2020,1583971095
Iraq,60,5,,,,Wed Mar 11 16:58:15 PDT 2020,1583971095
India,60,0,,,4,Wed Mar 11 16:58:15 PDT 2020,1583971095
Egypt,60,1,,,27,Wed Mar 11 16:58:15 PDT 2020,1583971095
Thailand,59,1,1,,34,Wed Mar 11 16:58:15 PDT 2020,1583971095
