OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 10:34:33 PST 2020,1583606073
South Korea,7041,48,,36,118,Sat Mar  7 10:34:33 PST 2020,1583606073
Iran,5823,145,,,1669,Sat Mar  7 10:34:33 PST 2020,1583606073
Italy,5883,233,462,,589,Sat Mar  7 10:34:33 PST 2020,1583606073
Germany,800,0,,2,17,Sat Mar  7 10:34:33 PST 2020,1583606073
Diamond Princess,696,7,33,,40,Sat Mar  7 10:34:33 PST 2020,1583606073
France,716,11,21,,12,Sat Mar  7 10:34:33 PST 2020,1583606073
Spain,500,10,11,,30,Sat Mar  7 10:34:33 PST 2020,1583606073
Japan,461,6,29,,10,Sat Mar  7 10:34:33 PST 2020,1583606073
United States,368,16,2,6,9,Sat Mar  7 10:34:33 PST 2020,1583606073
Switzerland,264,1,,,3,Sat Mar  7 10:34:33 PST 2020,1583606073
United Kingdom,206,2,,,12,Sat Mar  7 10:34:33 PST 2020,1583606073
Sweden,161,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Singapore,138,0,,8,90,Sat Mar  7 10:34:33 PST 2020,1583606073
Netherlands,188,1,1,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Norway,136,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Belgium,169,0,1,,1,Sat Mar  7 10:34:33 PST 2020,1583606073
Hong Kong,108,2,2,4,51,Sat Mar  7 10:34:33 PST 2020,1583606073
Malaysia,83,0,,,23,Sat Mar  7 10:34:33 PST 2020,1583606073
Austria,79,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Australia,62,2,,,22,Sat Mar  7 10:34:33 PST 2020,1583606073
Canada,60,0,,1,8,Sat Mar  7 10:34:33 PST 2020,1583606073
Kuwait,58,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Bahrain,56,0,,,1,Sat Mar  7 10:34:33 PST 2020,1583606073
Iceland,50,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Thailand,47,1,1,,31,Sat Mar  7 10:34:33 PST 2020,1583606073
Iraq,46,3,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Taiwan,45,1,0,0,12,Sat Mar  7 10:34:33 PST 2020,1583606073
Greece,45,0,1,,,Sat Mar  7 10:34:33 PST 2020,1583606073
UAE,43,0,2,,7,Sat Mar  7 10:34:33 PST 2020,1583606073
India,34,0,,,3,Sat Mar  7 10:34:33 PST 2020,1583606073
Czech Republic,19,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Ireland,18,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Algeria,17,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Israel,17,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Vietnam,20,0,,,16,Sat Mar  7 10:34:33 PST 2020,1583606073
San Marino,16,1,3,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Lebanon,16,0,,1,,Sat Mar  7 10:34:33 PST 2020,1583606073
Oman,16,0,,,2,Sat Mar  7 10:34:33 PST 2020,1583606073
Denmark,15,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Ecuador,14,0,,1,,Sat Mar  7 10:34:33 PST 2020,1583606073
Brazil,13,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Romania,13,0,,,3,Sat Mar  7 10:34:33 PST 2020,1583606073
Finland,12,0,,,1,Sat Mar  7 10:34:33 PST 2020,1583606073
Macau,10,0,,,6,Sat Mar  7 10:34:33 PST 2020,1583606073
Croatia,10,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Georgia,9,0,1,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Qatar,8,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Portugal,8,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Argentina,8,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Saudi Arabia,7,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Belarus,6,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Azerbaijan,6,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Slovenia,6,0,,,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Mexico,6,0,,,1,Sat Mar  7 10:34:33 PST 2020,1583606073
New Zealand,5,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Estonia,5,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Pakistan,5,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Philippines,5,1,1,,2,Sat Mar  7 10:34:33 PST 2020,1583606073
Poland,5,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Chile,5,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Senegal,4,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Palestine,4,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Russia,4,0,,,2,Sat Mar  7 10:34:33 PST 2020,1583606073
Indonesia,4,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Egypt,3,0,,,1,Sat Mar  7 10:34:33 PST 2020,1583606073
Luxembourg,3,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
Hungary,2,0,0,0,0,Sat Mar  7 10:34:33 PST 2020,1583606073
Morocco,2,0,,,,Sat Mar  7 10:34:33 PST 2020,1583606073
