COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
LOS ANGELES,9818605,14,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SANTA CLARA,1781642,37,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SAN FRANCISCO,805235,11,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SAN DIEGO,3095313,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
MARIN,252409,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SONOMA,483878,2,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SACRAMENTO,1418788,3,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SOLANO,413344,12,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
NAPA,136484,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
HUMBOLDT,134623,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
ALAMEDA,1510271,3,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
PLACER,348432,5,1,Sun Mar  8 14:24:52 PDT 2020,1583702692
SAN MATEO,718451,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
CONTRA COSTA,1049025,4,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
KINGS,2504700,4,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
YOLO,200849,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
MADERA,150865,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
SANTA CRUZ,262382,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
FRESNO,930450,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
RIVERSIDE,2189641,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
PASSAIC,501226,1,0,Sun Mar  8 14:24:52 PDT 2020,1583702692
