COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
LOS ANGELES,9818605,16,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SANTA CLARA,1781642,37,1,Mon Mar  9 13:50:24 PDT 2020,1583787024
SAN FRANCISCO,805235,11,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SAN DIEGO,3095313,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
MARIN,252409,2,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SONOMA,483878,2,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SACRAMENTO,1418788,3,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SOLANO,413344,12,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
NAPA,136484,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
HUMBOLDT,134623,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
ALAMEDA,1510271,3,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
PLACER,348432,7,1,Mon Mar  9 13:50:24 PDT 2020,1583787024
SAN MATEO,718451,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
CONTRA COSTA,1049025,9,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
KINGS,2504700,4,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
YOLO,200849,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
MADERA,150865,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
SANTA CRUZ,262382,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
FRESNO,930450,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
RIVERSIDE,2189641,1,0,Mon Mar  9 13:50:24 PDT 2020,1583787024
