COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sat Mar  7 12:16:48 PST 2020,1583612208
LOS ANGELES,9818605,13,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SANTA CLARA,1781642,24,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SAN FRANCISCO,805235,5,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SAN DIEGO,3095313,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
MARIN,252409,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SONOMA,483878,2,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SACRAMENTO,1418788,3,0,Sat Mar  7 12:16:48 PST 2020,1583612208
SOLANO,413344,12,0,Sat Mar  7 12:16:48 PST 2020,1583612208
NAPA,136484,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
HUMBOLDT,134623,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
ALAMEDA,1510271,2,0,Sat Mar  7 12:16:48 PST 2020,1583612208
MANATEE,322833,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
PLACER,348432,5,1,Sat Mar  7 12:16:48 PST 2020,1583612208
SAN MATEO,718451,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
CONTRA COSTA,1049025,4,0,Sat Mar  7 12:16:48 PST 2020,1583612208
KINGS,2504700,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
YOLO,200849,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
MADERA,150865,1,0,Sat Mar  7 12:16:48 PST 2020,1583612208
