COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
LOS ANGELES,9818605,14,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SANTA CLARA,1781642,37,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SAN FRANCISCO,805235,11,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SAN DIEGO,3095313,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
MARIN,252409,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SONOMA,483878,2,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SACRAMENTO,1418788,3,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SOLANO,413344,12,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
NAPA,136484,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
HUMBOLDT,134623,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
ALAMEDA,1510271,3,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
PLACER,348432,5,1,Sun Mar  8 15:03:03 PDT 2020,1583704983
SAN MATEO,718451,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
CONTRA COSTA,1049025,9,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
KINGS,2504700,4,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
YOLO,200849,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
MADERA,150865,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
SANTA CRUZ,262382,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
FRESNO,930450,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
RIVERSIDE,2189641,1,0,Sun Mar  8 15:03:03 PDT 2020,1583704983
