COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,6,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
LOS ANGELES,9818605,40,1,Fri Mar 13 17:45:43 PDT 2020,1584146743
SANTA CLARA,1781642,66,1,Fri Mar 13 17:45:43 PDT 2020,1584146743
SAN FRANCISCO,805235,21,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
SAN DIEGO,3095313,5,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
MARIN,252409,4,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
SONOMA,483878,2,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
SACRAMENTO,1418788,16,1,Fri Mar 13 17:45:43 PDT 2020,1584146743
SOLANO,413344,12,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
NAPA,136484,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
HUMBOLDT,134623,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
ALAMEDA,1510271,29,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
PLACER,348432,8,1,Fri Mar 13 17:45:43 PDT 2020,1584146743
SAN MATEO,718451,20,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
CONTRA COSTA,1049025,25,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
YOLO,200849,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
MADERA,150865,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
SANTA CRUZ,262382,2,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
FRESNO,930450,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
RIVERSIDE,2189641,6,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
SHASTA,177223,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
VENTURA,823318,2,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
LAKE,703462,2,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
STANISLAUS,514453,2,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
ORANGE,372813,3,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
TULARE,442179,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
DUVAL,864263,1,0,Fri Mar 13 17:45:43 PDT 2020,1584146743
