COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,5,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
LOS ANGELES,9818605,27,1,Wed Mar 11 19:24:42 PDT 2020,1583979882
SANTA CLARA,1781642,48,1,Wed Mar 11 19:24:42 PDT 2020,1583979882
SAN FRANCISCO,805235,17,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
SAN DIEGO,3095313,2,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
MARIN,252409,2,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
SONOMA,483878,2,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
SACRAMENTO,1418788,9,1,Wed Mar 11 19:24:42 PDT 2020,1583979882
SOLANO,413344,12,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
NAPA,136484,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
HUMBOLDT,134623,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
ALAMEDA,1510271,25,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
PLACER,348432,8,1,Wed Mar 11 19:24:42 PDT 2020,1583979882
SAN MATEO,718451,15,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
CONTRA COSTA,1049025,9,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
YOLO,200849,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
MADERA,150865,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
SANTA CRUZ,262382,2,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
FRESNO,930450,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
RIVERSIDE,2189641,4,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
SHASTA,177223,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
VENTURA,823318,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
CHARLES MIX,9129,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
LAKE,703462,1,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
STANISLAUS,514453,2,0,Wed Mar 11 19:24:42 PDT 2020,1583979882
