COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Thu Mar  5 21:01:38 PST 2020,1583470898
LOS ANGELES,9818605,11,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SANTA CLARA,1781642,14,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SAN FRANCISCO,805235,5,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SAN DIEGO,3095313,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
MARIN,252409,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SONOMA,483878,2,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SOLANO,413344,13,0,Thu Mar  5 21:01:38 PST 2020,1583470898
NAPA,136484,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
HUMBOLDT,134623,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SACRAMENTO,1418788,2,0,Thu Mar  5 21:01:38 PST 2020,1583470898
ALAMEDA,1510271,2,0,Thu Mar  5 21:01:38 PST 2020,1583470898
PLACER,348432,2,1,Thu Mar  5 21:01:38 PST 2020,1583470898
SAN MATEO,718451,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
CONTRA COSTA,1049025,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
KINGS,2504700,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
SANTA ROSA,151372,1,0,Thu Mar  5 21:01:38 PST 2020,1583470898
