COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,5,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
LOS ANGELES,9818605,27,1,Wed Mar 11 16:59:42 PDT 2020,1583971182
SANTA CLARA,1781642,45,1,Wed Mar 11 16:59:42 PDT 2020,1583971182
SAN FRANCISCO,805235,17,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
SAN DIEGO,3095313,2,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
MARIN,252409,2,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
SONOMA,483878,2,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
SACRAMENTO,1418788,9,1,Wed Mar 11 16:59:42 PDT 2020,1583971182
SOLANO,413344,12,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
NAPA,136484,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
HUMBOLDT,134623,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
ALAMEDA,1510271,25,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
PLACER,348432,7,1,Wed Mar 11 16:59:42 PDT 2020,1583971182
SAN MATEO,718451,15,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
CONTRA COSTA,1049025,9,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
YOLO,200849,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
MADERA,150865,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
SANTA CRUZ,262382,2,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
FRESNO,930450,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
RIVERSIDE,2189641,4,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
SHASTA,177223,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
VENTURA,823318,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
CHARLES MIX,9129,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
LAKE,703462,1,0,Wed Mar 11 16:59:42 PDT 2020,1583971182
