COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sat Mar  7 14:01:27 PST 2020,1583618487
LOS ANGELES,9818605,14,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SANTA CLARA,1781642,24,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SAN FRANCISCO,805235,5,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SAN DIEGO,3095313,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
MARIN,252409,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SONOMA,483878,2,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SACRAMENTO,1418788,3,0,Sat Mar  7 14:01:27 PST 2020,1583618487
SOLANO,413344,12,0,Sat Mar  7 14:01:27 PST 2020,1583618487
NAPA,136484,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
HUMBOLDT,134623,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
ALAMEDA,1510271,3,0,Sat Mar  7 14:01:27 PST 2020,1583618487
MANATEE,322833,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
PLACER,348432,5,1,Sat Mar  7 14:01:27 PST 2020,1583618487
SAN MATEO,718451,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
CONTRA COSTA,1049025,4,0,Sat Mar  7 14:01:27 PST 2020,1583618487
KINGS,2504700,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
YOLO,200849,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
MADERA,150865,1,0,Sat Mar  7 14:01:27 PST 2020,1583618487
