COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sat Mar  7 08:19:56 PST 2020,1583597996
LOS ANGELES,9818605,13,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SANTA CLARA,1781642,24,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SAN FRANCISCO,805235,5,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SAN DIEGO,3095313,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
MARIN,252409,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SONOMA,483878,2,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SACRAMENTO,1418788,3,0,Sat Mar  7 08:19:56 PST 2020,1583597996
SOLANO,413344,12,0,Sat Mar  7 08:19:56 PST 2020,1583597996
NAPA,136484,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
HUMBOLDT,134623,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
ALAMEDA,1510271,2,0,Sat Mar  7 08:19:56 PST 2020,1583597996
MANATEE,322833,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
PLACER,348432,5,1,Sat Mar  7 08:19:56 PST 2020,1583597996
SAN MATEO,718451,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
CONTRA COSTA,1049025,4,0,Sat Mar  7 08:19:56 PST 2020,1583597996
KINGS,2504700,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
YOLO,200849,1,0,Sat Mar  7 08:19:56 PST 2020,1583597996
