COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Thu Mar  5 21:03:56 PST 2020,1583471036
LOS ANGELES,9818605,11,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SANTA CLARA,1781642,14,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SAN FRANCISCO,805235,5,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SAN DIEGO,3095313,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
MARIN,252409,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SONOMA,483878,2,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SOLANO,413344,13,0,Thu Mar  5 21:03:56 PST 2020,1583471036
NAPA,136484,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
HUMBOLDT,134623,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SACRAMENTO,1418788,2,0,Thu Mar  5 21:03:56 PST 2020,1583471036
ALAMEDA,1510271,2,0,Thu Mar  5 21:03:56 PST 2020,1583471036
PLACER,348432,2,1,Thu Mar  5 21:03:56 PST 2020,1583471036
SAN MATEO,718451,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
CONTRA COSTA,1049025,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
KINGS,2504700,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
SANTA ROSA,151372,1,0,Thu Mar  5 21:03:56 PST 2020,1583471036
