COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,6,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
LOS ANGELES,9818605,40,1,Fri Mar 13 17:44:53 PDT 2020,1584146693
SANTA CLARA,1781642,66,1,Fri Mar 13 17:44:53 PDT 2020,1584146693
SAN FRANCISCO,805235,21,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
SAN DIEGO,3095313,5,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
MARIN,252409,4,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
SONOMA,483878,2,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
SACRAMENTO,1418788,16,1,Fri Mar 13 17:44:53 PDT 2020,1584146693
SOLANO,413344,12,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
NAPA,136484,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
HUMBOLDT,134623,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
ALAMEDA,1510271,29,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
PLACER,348432,8,1,Fri Mar 13 17:44:53 PDT 2020,1584146693
SAN MATEO,718451,20,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
CONTRA COSTA,1049025,25,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
YOLO,200849,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
MADERA,150865,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
SANTA CRUZ,262382,2,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
FRESNO,930450,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
RIVERSIDE,2189641,6,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
SHASTA,177223,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
VENTURA,823318,2,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
LAKE,703462,2,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
STANISLAUS,514453,2,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
ORANGE,372813,3,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
TULARE,442179,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
DUVAL,864263,1,0,Fri Mar 13 17:44:53 PDT 2020,1584146693
