COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Fri Mar  6 17:18:12 PST 2020,1583543892
LOS ANGELES,9818605,13,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SANTA CLARA,1781642,24,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SAN FRANCISCO,805235,5,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SAN DIEGO,3095313,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
MARIN,252409,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SONOMA,483878,2,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SOLANO,413344,13,0,Fri Mar  6 17:18:12 PST 2020,1583543892
NAPA,136484,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
HUMBOLDT,134623,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
SACRAMENTO,1418788,2,0,Fri Mar  6 17:18:12 PST 2020,1583543892
ALAMEDA,1510271,2,0,Fri Mar  6 17:18:12 PST 2020,1583543892
MANATEE,322833,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
PLACER,348432,5,1,Fri Mar  6 17:18:12 PST 2020,1583543892
SAN MATEO,718451,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
CONTRA COSTA,1049025,4,0,Fri Mar  6 17:18:12 PST 2020,1583543892
KINGS,2504700,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
YOLO,200849,1,0,Fri Mar  6 17:18:12 PST 2020,1583543892
