COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Fri Mar  6 16:12:46 PST 2020,1583539966
LOS ANGELES,9818605,13,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SANTA CLARA,1781642,20,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SAN FRANCISCO,805235,5,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SAN DIEGO,3095313,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
MARIN,252409,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SONOMA,483878,2,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SOLANO,413344,13,0,Fri Mar  6 16:12:46 PST 2020,1583539966
NAPA,136484,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
HUMBOLDT,134623,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
SACRAMENTO,1418788,2,0,Fri Mar  6 16:12:46 PST 2020,1583539966
ALAMEDA,1510271,2,0,Fri Mar  6 16:12:46 PST 2020,1583539966
MANATEE,322833,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
PLACER,348432,5,1,Fri Mar  6 16:12:46 PST 2020,1583539966
SAN MATEO,718451,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
CONTRA COSTA,1049025,4,0,Fri Mar  6 16:12:46 PST 2020,1583539966
KINGS,2504700,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
YOLO,200849,1,0,Fri Mar  6 16:12:46 PST 2020,1583539966
