COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,5,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
LOS ANGELES,9818605,28,1,Thu Mar 12 10:54:43 PDT 2020,1584035683
SANTA CLARA,1781642,48,1,Thu Mar 12 10:54:43 PDT 2020,1584035683
SAN FRANCISCO,805235,17,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
SAN DIEGO,3095313,2,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
MARIN,252409,4,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
SONOMA,483878,2,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
SACRAMENTO,1418788,9,1,Thu Mar 12 10:54:43 PDT 2020,1584035683
SOLANO,413344,12,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
NAPA,136484,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
HUMBOLDT,134623,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
ALAMEDA,1510271,25,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
PLACER,348432,8,1,Thu Mar 12 10:54:43 PDT 2020,1584035683
SAN MATEO,718451,15,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
CONTRA COSTA,1049025,9,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
YOLO,200849,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
MADERA,150865,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
SANTA CRUZ,262382,2,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
FRESNO,930450,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
RIVERSIDE,2189641,4,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
SHASTA,177223,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
VENTURA,823318,2,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
CHARLES MIX,9129,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
LAKE,703462,1,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
STANISLAUS,514453,2,0,Thu Mar 12 10:54:43 PDT 2020,1584035683
