COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sat Mar  7 14:56:06 PST 2020,1583621766
LOS ANGELES,9818605,14,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SANTA CLARA,1781642,24,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SAN FRANCISCO,805235,11,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SAN DIEGO,3095313,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
MARIN,252409,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SONOMA,483878,2,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SACRAMENTO,1418788,3,0,Sat Mar  7 14:56:06 PST 2020,1583621766
SOLANO,413344,12,0,Sat Mar  7 14:56:06 PST 2020,1583621766
NAPA,136484,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
HUMBOLDT,134623,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
ALAMEDA,1510271,3,0,Sat Mar  7 14:56:06 PST 2020,1583621766
PLACER,348432,5,1,Sat Mar  7 14:56:06 PST 2020,1583621766
SAN MATEO,718451,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
CONTRA COSTA,1049025,4,0,Sat Mar  7 14:56:06 PST 2020,1583621766
KINGS,2504700,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
YOLO,200849,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
MADERA,150865,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
BERKSHIRE,131219,1,0,Sat Mar  7 14:56:06 PST 2020,1583621766
