COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Fri Mar  6 22:05:23 PST 2020,1583561123
LOS ANGELES,9818605,13,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SANTA CLARA,1781642,24,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SAN FRANCISCO,805235,5,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SAN DIEGO,3095313,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
MARIN,252409,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SONOMA,483878,2,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SACRAMENTO,1418788,3,0,Fri Mar  6 22:05:23 PST 2020,1583561123
SOLANO,413344,12,0,Fri Mar  6 22:05:23 PST 2020,1583561123
NAPA,136484,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
HUMBOLDT,134623,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
ALAMEDA,1510271,2,0,Fri Mar  6 22:05:23 PST 2020,1583561123
MANATEE,322833,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
PLACER,348432,5,1,Fri Mar  6 22:05:23 PST 2020,1583561123
SAN MATEO,718451,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
CONTRA COSTA,1049025,4,0,Fri Mar  6 22:05:23 PST 2020,1583561123
KINGS,2504700,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
YOLO,200849,1,0,Fri Mar  6 22:05:23 PST 2020,1583561123
