COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
LOS ANGELES,9818605,14,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SANTA CLARA,1781642,37,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SAN FRANCISCO,805235,11,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SAN DIEGO,3095313,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
MARIN,252409,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SONOMA,483878,2,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SACRAMENTO,1418788,3,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SOLANO,413344,12,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
NAPA,136484,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
HUMBOLDT,134623,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
ALAMEDA,1510271,3,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
PLACER,348432,7,1,Mon Mar  9 12:11:09 PDT 2020,1583781069
SAN MATEO,718451,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
CONTRA COSTA,1049025,9,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
KINGS,2504700,4,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
YOLO,200849,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
MADERA,150865,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
SANTA CRUZ,262382,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
FRESNO,930450,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
RIVERSIDE,2189641,1,0,Mon Mar  9 12:11:09 PDT 2020,1583781069
