,NAME,POPESTIMATE2019,Cases,Deaths,Serious,Critical,Recovered,Hospital Count,Positive,Negative,Pending,Total,Hosp Percap,Cases Percap,Deaths Percap,Serious Percap,Critical Percap,Recovered Percap,Positive Percap,Negative Percap,Pending Percap,Total Percap,Cases PerHosp,Total PerHosp,Deaths PerHosp,Serious PerHosp,Critical PerHosp,Recovered PerHosp,Positive PerHosp,Negative PerHosp,Pending PerHosp,Death per Death plus Rec,date
0,California,39512223,109,3,,1.00000000,1.00000000,383,88,462.00000000,,550,0.00000969,0.00000276,0.00000008,,0.00000003,0.00000003,0.00000223,0.00001169,,0.00001392,0.28459530,1.43603133,0.00783290,,0.00261097,0.00261097,0.22976501,1.20626632,,0.75000000,2020-03-12 10:54:49.237720
1,Florida,21477737,21,2,,,,211,17,118.00000000,108.00000000,243,0.00000982,0.00000098,0.00000009,,,,0.00000079,0.00000549,0.00000503,0.00001131,0.09952607,1.15165877,0.00947867,,,,0.08056872,0.55924171,0.51184834,,2020-03-12 10:54:49.237720
2,Georgia,10617423,22,0,,,,147,7,,,7,0.00001385,0.00000207,0.00000000,,,,0.00000066,,,0.00000066,0.14965986,0.04761905,0.00000000,,,,0.04761905,,,,2020-03-12 10:54:49.237720
3,Illinois,12671821,19,0,,,2.00000000,194,6,191.00000000,44.00000000,241,0.00001531,0.00000150,0.00000000,,,0.00000016,0.00000047,0.00001507,0.00000347,0.00001902,0.09793814,1.24226804,0.00000000,,,0.01030928,0.03092784,0.98453608,0.22680412,0.00000000,2020-03-12 10:54:49.237720
4,Massachusetts,6892503,92,0,,,,78,13,,,13,0.00001132,0.00001335,0.00000000,,,,0.00000189,,,0.00000189,1.17948718,0.16666667,0.00000000,,,,0.16666667,,,,2020-03-12 10:54:49.237720
5,New Jersey,8882190,23,1,,,,80,6,31.00000000,0.00000000,37,0.00000901,0.00000259,0.00000011,,,,0.00000068,0.00000349,0.00000000,0.00000417,0.28750000,0.46250000,0.01250000,,,,0.07500000,0.38750000,0.00000000,,2020-03-12 10:54:49.237720
6,New York,19453561,216,0,,,0.00000000,194,105,92.00000000,,197,0.00000997,0.00001110,0.00000000,,,0.00000000,0.00000540,0.00000473,,0.00001013,1.11340206,1.01546392,0.00000000,,,0.00000000,0.54123711,0.47422680,,,2020-03-12 10:54:49.237720
7,Oregon,4217737,15,0,,,,62,14,100.00000000,53.00000000,167,0.00001470,0.00000356,0.00000000,,,,0.00000332,0.00002371,0.00001257,0.00003959,0.24193548,2.69354839,0.00000000,,,,0.22580645,1.61290323,0.85483871,,2020-03-12 10:54:49.237720
8,Washington,7614893,367,29,,,1.00000000,101,102,640.00000000,60.00000000,802,0.00001326,0.00004820,0.00000381,,,0.00000013,0.00001339,0.00008405,0.00000788,0.00010532,3.63366337,7.94059406,0.28712871,,,0.00990099,1.00990099,6.33663366,0.59405941,0.96666667,2020-03-12 10:54:49.237720
