,Country,Year_2016,Cases,Deaths,Serious,Critical,Recovered,Cases PerCapita,Deaths PerCapita,Serious PerCapita,Critical PerCapita,Recovered PerCapita,Deaths per Death plus Rec,date
24,Costa Rica,4857274,27,0.00000000,1.00000000,,,0.00000556,0.00000000,0.00000021,,,,2020-03-15 22:30:50.163500
25,Cyprus,1170125,26,0.00000000,,,,0.00002222,0.00000000,,,,,2020-03-15 22:30:50.163500
26,Czech Republic,10561633,253,0.00000000,2.00000000,0.00000000,0.00000000,0.00002395,0.00000000,0.00000019,0.00000000,0.00000000,,2020-03-15 22:30:50.163500
27,Germany,82667685,4585,12.00000000,,2.00000000,46.00000000,0.00005546,0.00000015,,0.00000002,0.00000056,0.20689655,2020-03-15 22:30:50.163500
28,Denmark,5731118,836,1.00000000,,,,0.00014587,0.00000017,,,,,2020-03-15 22:30:50.163500
29,Dominican Republic,10648791,11,0.00000000,,,,0.00000103,0.00000000,,,,,2020-03-15 22:30:50.163500
30,Algeria,40606052,45,3.00000000,,,10.00000000,0.00000111,0.00000007,,,0.00000025,0.23076923,2020-03-15 22:30:50.163500
31,Ecuador,16385068,28,2.00000000,,1.00000000,,0.00000171,0.00000012,,0.00000006,,,2020-03-15 22:30:50.163500
32,Egypt,95688681,126,2.00000000,,,27.00000000,0.00000132,0.00000002,,,0.00000028,0.06896552,2020-03-15 22:30:50.163500
33,Spain,46443959,7844,292.00000000,272.00000000,,517.00000000,0.00016889,0.00000629,0.00000586,,0.00001113,0.36093943,2020-03-15 22:30:50.163500
34,Estonia,1316481,115,0.00000000,,,1.00000000,0.00008735,0.00000000,,,0.00000076,0.00000000,2020-03-15 22:30:50.163500
35,Ethiopia,102403196,4,0.00000000,,,,0.00000004,0.00000000,,,,,2020-03-15 22:30:50.163500
36,Finland,5495096,210,0.00000000,,,1.00000000,0.00003822,0.00000000,,,0.00000018,0.00000000,2020-03-15 22:30:50.163500
37,France,66896109,5423,127.00000000,300.00000000,,12.00000000,0.00008107,0.00000190,0.00000448,,0.00000018,0.91366906,2020-03-15 22:30:50.163500
38,United Kingdom,65637239,1372,35.00000000,20.00000000,,18.00000000,0.00002090,0.00000053,0.00000030,,0.00000027,0.66037736,2020-03-15 22:30:50.163500
39,Georgia,3719300,30,0.00000000,1.00000000,,1.00000000,0.00000807,0.00000000,0.00000027,,0.00000027,0.00000000,2020-03-15 22:30:50.163500
40,Gibraltar,34408,1,0.00000000,1.00000000,,,0.00002906,0.00000000,0.00002906,,,,2020-03-15 22:30:50.163500
41,Greece,10746740,228,3.00000000,5.00000000,,8.00000000,0.00002122,0.00000028,0.00000047,,0.00000074,0.27272727,2020-03-15 22:30:50.163500
42,Hong Kong,7346700,142,4.00000000,2.00000000,2.00000000,81.00000000,0.00001933,0.00000054,0.00000027,0.00000027,0.00001103,0.04705882,2020-03-15 22:30:50.163500
43,Honduras,9112867,3,0.00000000,,,,0.00000033,0.00000000,,,,,2020-03-15 22:30:50.163500
44,Croatia,4170600,38,0.00000000,,,1.00000000,0.00000911,0.00000000,,,0.00000024,0.00000000,2020-03-15 22:30:50.163500
45,Hungary,9817958,30,0.00000000,,,0.00000000,0.00000306,0.00000000,,,0.00000000,,2020-03-15 22:30:50.163500
46,Indonesia,261115456,117,5.00000000,,,5.00000000,0.00000045,0.00000002,,,0.00000002,0.50000000,2020-03-15 22:30:50.163500
47,India,1324171354,109,2.00000000,,,10.00000000,0.00000008,0.00000000,,,0.00000001,0.16666667,2020-03-15 22:30:50.163500
48,Ireland,4773095,169,2.00000000,,,,0.00003541,0.00000042,,,,,2020-03-15 22:30:50.163500
49,Iran,80277428,13938,724.00000000,,,4590.00000000,0.00017362,0.00000902,,,0.00005718,0.13624388,2020-03-15 22:30:50.163500
50,Iraq,37202572,124,10.00000000,,,26.00000000,0.00000333,0.00000027,,,0.00000070,0.27777778,2020-03-15 22:30:50.163500
51,Iceland,334252,161,0.00000000,1.00000000,,,0.00048167,0.00000000,0.00000299,,,,2020-03-15 22:30:50.163500
52,Israel,8547100,193,0.00000000,2.00000000,,3.00000000,0.00002258,0.00000000,0.00000023,,0.00000035,0.00000000,2020-03-15 22:30:50.163500
53,Italy,60600590,24747,1809.00000000,1672.00000000,,2335.00000000,0.00040836,0.00002985,0.00002759,,0.00003853,0.43653475,2020-03-15 22:30:50.163500
54,Jamaica,2881355,8,0.00000000,,,,0.00000278,0.00000000,,,,,2020-03-15 22:30:50.163500
55,Jordan,9455802,6,0.00000000,,,1.00000000,0.00000063,0.00000000,,,0.00000011,0.00000000,2020-03-15 22:30:50.163500
56,Japan,126994511,818,24.00000000,32.00000000,,59.00000000,0.00000644,0.00000019,0.00000025,,0.00000046,0.28915663,2020-03-15 22:30:50.163500
57,Cambodia,15762370,7,0.00000000,,,1.00000000,0.00000044,0.00000000,,,0.00000006,0.00000000,2020-03-15 22:30:50.163500
58,South Korea,51245707,8162,75.00000000,,36.00000000,834.00000000,0.00015927,0.00000146,,0.00000070,0.00001627,0.08250825,2020-03-15 22:30:50.163500
59,Kuwait,4052584,112,0.00000000,4.00000000,,9.00000000,0.00002764,0.00000000,0.00000099,,0.00000222,0.00000000,2020-03-15 22:30:50.163500
60,Lebanon,6006668,93,3.00000000,,2.00000000,,0.00001548,0.00000050,,0.00000033,,,2020-03-15 22:30:50.163500
61,Liechtenstein,37666,4,0.00000000,,,,0.00010620,0.00000000,,,,,2020-03-15 22:30:50.163500
62,Sri Lanka,21203000,10,0.00000000,,,1.00000000,0.00000047,0.00000000,,,0.00000005,0.00000000,2020-03-15 22:30:50.163500
63,Lithuania,2872298,9,0.00000000,,,,0.00000313,0.00000000,,,,,2020-03-15 22:30:50.163500
64,Luxembourg,582972,51,1.00000000,,,,0.00008748,0.00000172,,,,,2020-03-15 22:30:50.163500
65,Latvia,1960424,26,0.00000000,,,,0.00001326,0.00000000,,,,,2020-03-15 22:30:50.163500
66,Morocco,35276786,18,1.00000000,,,,0.00000051,0.00000003,,,,,2020-03-15 22:30:50.163500
67,Monaco,38499,2,0.00000000,,,,0.00005195,0.00000000,,,,,2020-03-15 22:30:50.163500
68,Moldova,3552000,12,0.00000000,,,,0.00000338,0.00000000,,,,,2020-03-15 22:30:50.163500
69,Maldives,417492,11,0.00000000,,,,0.00002635,0.00000000,,,,,2020-03-15 22:30:50.163500
70,Mexico,127540423,41,1.00000000,1.00000000,,3.00000000,0.00000032,0.00000001,0.00000001,,0.00000002,0.25000000,2020-03-15 22:30:50.163500
71,Malta,436947,18,0.00000000,,,1.00000000,0.00004119,0.00000000,,,0.00000229,0.00000000,2020-03-15 22:30:50.163500
72,Mauritania,4301018,1,0.00000000,,,,0.00000023,0.00000000,,,,,2020-03-15 22:30:50.163500
73,Malaysia,31187265,238,0.00000000,5.00000000,,35.00000000,0.00000763,0.00000000,0.00000016,,0.00000112,0.00000000,2020-03-15 22:30:50.163500
74,Namibia,2479713,2,0.00000000,,,,0.00000081,0.00000000,,,,,2020-03-15 22:30:50.163500
75,Nigeria,185989640,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-15 22:30:50.163500
76,Netherlands,17018408,1135,20.00000000,,45.00000000,2.00000000,0.00006669,0.00000118,,0.00000264,0.00000012,0.90909091,2020-03-15 22:30:50.163500
77,Norway,5232929,1120,3.00000000,,,,0.00021403,0.00000057,,,,,2020-03-15 22:30:50.163500
78,Nepal,28982771,1,0.00000000,,,1.00000000,0.00000003,0.00000000,,,0.00000003,0.00000000,2020-03-15 22:30:50.163500
79,New Zealand,4692700,8,0.00000000,,,,0.00000170,0.00000000,,,,,2020-03-15 22:30:50.163500
80,Oman,4424762,20,0.00000000,0.00000000,0.00000000,9.00000000,0.00000452,0.00000000,0.00000000,0.00000000,0.00000203,0.00000000,2020-03-15 22:30:50.163500
81,Pakistan,193203476,30,0.00000000,,,2.00000000,0.00000016,0.00000000,,,0.00000001,0.00000000,2020-03-15 22:30:50.163500
82,Panama,4034119,43,1.00000000,,,,0.00001066,0.00000025,,,,,2020-03-15 22:30:50.163500
83,Peru,31773839,71,0.00000000,,,,0.00000223,0.00000000,,,,,2020-03-15 22:30:50.163500
84,Philippines,103320222,111,11.00000000,1.00000000,,2.00000000,0.00000107,0.00000011,0.00000001,,0.00000002,0.84615385,2020-03-15 22:30:50.163500
85,Poland,37948016,125,3.00000000,2.00000000,0.00000000,0.00000000,0.00000329,0.00000008,0.00000005,0.00000000,0.00000000,1.00000000,2020-03-15 22:30:50.163500
86,Portugal,10324611,169,0.00000000,,,,0.00001637,0.00000000,,,,,2020-03-15 22:30:50.163500
87,Paraguay,6725308,7,0.00000000,1.00000000,,,0.00000104,0.00000000,0.00000015,,,,2020-03-15 22:30:50.163500
88,Qatar,2569804,337,0.00000000,,,4.00000000,0.00013114,0.00000000,,,0.00000156,0.00000000,2020-03-15 22:30:50.163500
89,Romania,19705301,123,0.00000000,,,9.00000000,0.00000624,0.00000000,,,0.00000046,0.00000000,2020-03-15 22:30:50.163500
90,Rwanda,11917508,5,0.00000000,,,,0.00000042,0.00000000,,,,,2020-03-15 22:30:50.163500
91,Saudi Arabia,32275687,118,0.00000000,,,2.00000000,0.00000366,0.00000000,,,0.00000006,0.00000000,2020-03-15 22:30:50.163500
92,Senegal,15411614,24,0.00000000,,,0.00000000,0.00000156,0.00000000,,,0.00000000,,2020-03-15 22:30:50.163500
93,Singapore,5607283,212,0.00000000,,14.00000000,105.00000000,0.00003781,0.00000000,,0.00000250,0.00001873,0.00000000,2020-03-15 22:30:50.163500
94,San Marino,33203,101,5.00000000,10.00000000,,4.00000000,0.00304189,0.00015059,0.00030118,,0.00012047,0.55555556,2020-03-15 22:30:50.163500
95,Serbia,7057412,46,0.00000000,1.00000000,,,0.00000652,0.00000000,0.00000014,,,,2020-03-15 22:30:50.163500
96,Slovenia,2064845,181,1.00000000,0.00000000,0.00000000,0.00000000,0.00008766,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,2020-03-15 22:30:50.163500
97,Sweden,9903122,961,2.00000000,,,,0.00009704,0.00000020,,,,,2020-03-15 22:30:50.163500
98,Seychelles,94677,2,0.00000000,,,,0.00002112,0.00000000,,,,,2020-03-15 22:30:50.163500
99,Togo,7606374,1,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-15 22:30:50.163500
100,Thailand,68863514,114,1.00000000,1.00000000,,35.00000000,0.00000166,0.00000001,0.00000001,,0.00000051,0.02777778,2020-03-15 22:30:50.163500
101,Tunisia,11403248,18,0.00000000,,,,0.00000158,0.00000000,,,,,2020-03-15 22:30:50.163500
102,Turkey,79512426,12,0.00000000,,,,0.00000015,0.00000000,,,,,2020-03-15 22:30:50.163500
103,Ukraine,45004645,3,1.00000000,,,,0.00000007,0.00000002,,,,,2020-03-15 22:30:50.163500
104,United States,323127513,3791,65.00000000,60.00000000,4.00000000,9.00000000,0.00001173,0.00000020,0.00000019,0.00000001,0.00000003,0.87837838,2020-03-15 22:30:50.163500
105,Uzbekistan,31848200,4,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-15 22:30:50.163500
106,Venezuela,31568179,17,0.00000000,,,,0.00000054,0.00000000,,,,,2020-03-15 22:30:50.163500
107,Vietnam,92701100,49,0.00000000,,,16.00000000,0.00000053,0.00000000,,,0.00000017,0.00000000,2020-03-15 22:30:50.163500
108,South Africa,55908865,38,0.00000000,,,,0.00000068,0.00000000,,,,,2020-03-15 22:30:50.163500
