date2,unixtime,county,state,postal,lat,lon,county_full,countytext,population_2010,countyfips,county_id,active,confirmed,deaths
Sat Mar  7 10:12:39 PST 2020,1583604759,Douglas,Nebraska,NE,41.297091,-96.154066,Douglas County,NE DOUGLAS,517110,31055,55,True,14,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Marin,California,CA,38.051817,-122.745974,Marin County,CA MARIN,252409,6041,41,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Sonoma,California,CA,38.532574,-122.945194,Sonoma County,CA SONOMA,483878,6097,97,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Sacramento,California,CA,38.450011,-121.340441,Sacramento County,CA SACRAMENTO,1418788,6067,67,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Solano,California,CA,38.267226,-121.939594,Solano County,CA SOLANO,413344,6095,95,True,12,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Napa,California,CA,38.507351,-122.325995,Napa County,CA NAPA,136484,6055,55,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Humboldt,California,CA,40.706673,-123.925818,Humboldt County,CA HUMBOLDT,134623,6023,23,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Spokane,Washington,WA,47.620379,-117.404392,Spokane County,WA SPOKANE,471221,53063,63,True,4,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Salt Lake,Utah,UT,40.667882,-111.924244,Salt Lake County,UT SALT LAKE,1029655,49035,35,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Washington,Oregon,OR,45.553542,-123.097615,Washington County,OR WASHINGTON,529710,41067,67,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,King,Washington,WA,47.493554,-121.832375,King County,WA KING,1931249,53033,33,True,59,13
Sat Mar  7 10:12:39 PST 2020,1583604759,Unknown,Rhode Island,RI,,,,,,,,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Alameda,California,CA,37.648081,-121.913304,Alameda County,CA ALAMEDA,1510271,6001,1,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,New York,New York,NY,40.776557,-73.970174,New York County,NY NEW YORK,1585873,36061,61,True,4,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Manatee,Florida,FL,27.481386,-82.365783,Manatee County,FL MANATEE,322833,12081,81,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Hillsborough,Florida,FL,27.90659,-82.349568,Hillsborough County,FL HILLSBOROUGH,1229226,12057,57,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Walla Walla,Washington,WA,46.254606,-118.480374,Walla Walla County,WA WALLA WALLA,58781,53071,71,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Grafton,New Hampshire,NH,43.926488,-71.842264,Grafton County,NH GRAFTON,89118,33009,9,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Placer,California,CA,39.062032,-120.722718,Placer County,CA PLACER,348432,6061,61,True,5,1
Sat Mar  7 10:12:39 PST 2020,1583604759,Norfolk,Massachusetts,MA,42.169702,-71.179875,Norfolk County,MA NORFOLK,670850,25021,21,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Fulton,Georgia,GA,33.790034,-84.468182,Fulton County,GA FULTON,920581,13121,121,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,San Mateo,California,CA,37.414664,-122.371542,San Mateo County,CA SAN MATEO,718451,6081,81,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Wake,North Carolina,NC,35.789846,-78.650624,Wake County,NC WAKE,900993,37183,183,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Contra Costa,California,CA,37.919479,-121.951543,Contra Costa County,CA CONTRA COSTA,1049025,6013,13,True,4,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Westchester,New York,NY,41.15277,-73.745912,Westchester County,NY WESTCHESTER,949113,36119,119,True,33,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Fort Bend,Texas,TX,29.526602,-95.771015,Fort Bend County,TX FORT BEND,585375,48157,157,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Bergen,New Jersey,NJ,40.95909,-74.074522,Bergen County,NJ BERGEN,905116,34003,3,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Chelan,Washington,WA,47.859891,-120.618543,Chelan County,WA CHELAN,72453,53007,7,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Kings,New York,NY,40.635133,-73.950777,Kings County,NY KINGS,2504700,36047,47,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Williamson,Tennessee,TN,35.894972,-86.896958,Williamson County,TN WILLIAMSON,183182,47187,187,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Santa Rosa,Florida,FL,30.703633,-87.014255,Santa Rosa County,FL SANTA ROSA,151372,12113,113,True,1,1
Sat Mar  7 10:12:39 PST 2020,1583604759,Nassau,New York,NY,40.729687,-73.589384,Nassau County,NY NASSAU,1339532,36059,59,True,4,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Harris,Texas,TX,29.857273,-95.393037,Harris County,TX HARRIS,4092459,48201,201,True,5,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Jefferson,Colorado,CO,39.58646,-105.245601,Jefferson County,CO JEFFERSON,534543,8059,59,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Montgomery,Maryland,MD,39.137381,-77.203063,Montgomery County,MD MONTGOMERY,971777,24031,31,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Douglas,Colorado,CO,39.326435,-104.926199,Douglas County,CO DOUGLAS,285465,8035,35,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Middlesex,Massachusetts,MA,42.479477,-71.396507,Middlesex County,MA MIDDLESEX,1503085,25017,17,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Clark,Nevada,NV,36.214236,-115.013819,Clark County,NV CLARK,1951269,32003,3,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Washoe,Nevada,NV,40.703311,-119.710315,Washoe County,NV WASHOE,421407,32031,31,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Wayne,Pennsylvania,PA,41.646589,-75.292485,Wayne County,PA WAYNE,52822,42127,127,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Delaware,Pennsylvania,PA,39.91667,-75.398786,Delaware County,PA DELAWARE,558979,42045,45,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Floyd,Georgia,GA,34.263677,-85.21373,Floyd County,GA FLOYD,96317,13115,115,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Chatham,North Carolina,NC,35.704994,-79.251454,Chatham County,NC CHATHAM,63505,37037,37,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Pinal,Arizona,AZ,32.91891,-111.367257,Pinal County,AZ PINAL,375770,4021,21,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Marion,Indiana,IN,39.782976,-86.135794,Marion County,IN MARION,903393,18097,97,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Rockland,New York,NY,41.154785,-74.024772,Rockland County,NY ROCKLAND,311687,36087,87,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Yolo,California,CA,38.679268,-121.903178,Yolo County,CA YOLO,200849,6113,113,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Camden,New Jersey,NJ,39.802352,-74.961251,Camden County,NJ CAMDEN,513657,34007,7,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Ramsey,Minnesota,MN,45.01525,-93.100141,Ramsey County,MN RAMSEY,508640,27123,123,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Jefferson,Washington,WA,47.802641,-123.52181,Jefferson County,WA JEFFERSON,29872,53031,31,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Fayette,Kentucky,KY,38.040157,-84.458443,Fayette County,KY FAYETTE,295803,21067,67,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Tulsa,Oklahoma,OK,36.12012,-95.941731,Tulsa County,OK TULSA,603403,40143,143,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Denver,Colorado,CO,39.761849,-104.880625,Denver County,CO DENVER,600158,8031,31,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Eagle,Colorado,CO,39.630638,-106.692944,Eagle County,CO EAGLE,52197,8037,37,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,El Paso,Colorado,CO,38.827383,-104.527472,El Paso County,CO EL PASO,622263,8041,41,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Kershaw,South Carolina,SC,34.338356,-80.590885,Kershaw County,SC KERSHAW,61697,45055,55,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Charleston,South Carolina,SC,32.800458,-79.94248,Charleston County,SC CHARLESTON,350209,45019,19,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Honolulu,Hawaii,HI,21.461364,-158.201976,Honolulu County,HI HONOLULU,953207,15003,3,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Pierce,Washington,WA,47.040716,-122.144709,Pierce County,WA PIERCE,795225,53053,53,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Lee,Florida,FL,26.552134,-81.89225,Lee County,FL LEE,618754,12071,71,True,2,1
Sat Mar  7 10:12:39 PST 2020,1583604759,Broward,Florida,FL,26.19352,-80.476658,Broward County,FL BROWARD,1748066,12011,11,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Davis,Utah,UT,41.037045,-112.202123,Davis County,UT DAVIS,306479,49011,11,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Clark,Washington,WA,45.771674,-122.485903,Clark County,WA CLARK,425363,53011,11,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Gwinnett,Georgia,GA,33.959101,-84.022938,Gwinnett County,GA GWINNETT,805321,13135,135,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Cobb,Georgia,GA,33.93994,-84.574166,Cobb County,GA COBB,688078,13067,67,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Madera,California,CA,37.210039,-119.749852,Madera County,CA MADERA,150865,6039,39,True,1,0
