date2,unixtime,county,state,postal,lat,lon,county_full,countytext,population_2010,countyfips,county_id,active,confirmed,deaths
Sat Mar  7 10:12:39 PST 2020,1583604759,Snohomish,Washington,WA,48.054913,-121.766412,Snohomish County,WA SNOHOMISH,713335,53061,61,True,18,1
Sat Mar  7 10:12:39 PST 2020,1583604759,Cook,Illinois,IL,41.894294,-87.645455,Cook County,IL COOK,5194675,17031,31,True,6,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Orange,California,CA,33.675687,-117.777207,Orange County,CA ORANGE,3010232,6059,59,True,3,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Los Angeles,California,CA,34.196398,-118.261862,Los Angeles County,CA LOS ANGELES,9818605,6037,37,True,13,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Maricopa,Arizona,AZ,33.346541,-112.495534,Maricopa County,AZ MARICOPA,3817117,4013,13,True,2,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Santa Clara,California,CA,37.220777,-121.690622,Santa Clara County,CA SANTA CLARA,1781642,6085,85,True,24,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Suffolk,Massachusetts,MA,42.33196,-71.020173,Suffolk County,MA SUFFOLK,722023,25025,25,True,4,0
Sat Mar  7 10:12:39 PST 2020,1583604759,San Francisco,California,CA,37.765064,-122.443535,San Francisco County,CA SAN FRANCISCO,805235,6075,75,True,5,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Dane,Wisconsin,WI,43.067468,-89.417852,Dane County,WI DANE,488073,55025,25,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,San Diego,California,CA,33.023604,-116.776117,San Diego County,CA SAN DIEGO,3095313,6073,73,True,1,0
Sat Mar  7 10:12:39 PST 2020,1583604759,Bexar,Texas,TX,29.448671,-98.520147,Bexar County,TX BEXAR,1714773,48029,29,True,11,0
