date2,unixtime,adm0_a3,nyt_name,location,sublocation,lat,lon,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,is_country,world_map_label,world_map_label_desktop_only,world_map_label_name,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,mobile_table_name,sentence_name,label_offset_y,label,postal,confirmed,deaths,us_state_label,name
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Heilongjiang,46.8,127.07,True,,,,,,,,,,,Mainland China,,,,,,,,Heilongjiang (Mainland China),,481,13,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Sichuan,30.8,103.8,True,,,,,,,,,,,Mainland China,,,,,,,,Sichuan (Mainland China),,539,3,,
Thu Mar  5 20:52:07 PST 2020,1583470327,DEU,Germany,Germany,,51.166,10.452,True,True,True,,,,,,True,True,True,Germany,,,True,,,,-30,Germany,,545,0,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Chongqing,29.5,106.4,True,,,,,,,,,,,Mainland China,,,,,,,,Chongqing (Mainland China),,576,6,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Jiangsu,33.15,119.58,True,,,,,,,,,,,Mainland China,,,,,,,,Jiangsu (Mainland China),,631,0,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Shandong,36.4,116.5,True,,,,,,,,,,,Mainland China,,,,,,,,Shandong (Mainland China),,758,6,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Jiangxi,27.28,114.91,True,,,,,,,,,,,Mainland China,,,,,,,,Jiangxi (Mainland China),,935,1,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,Mainland China,Mainland China,Anhui,32,116.1,True,,,,,,,,,,,Mainland China,,,,,,,,Anhui (Mainland China),,990,6,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Hunan,27.4,110.4,True,,,,,,,,,,,Mainland China,,,,,,,,Hunan (Mainland China),,1018,4,,
Thu Mar  5 20:52:07 PST 2020,1583470327,JPN,Japan,Japan,,36.49,143,True,True,True,2,"NYT, includes 705 cruise ship + 331 in Japan from JHU",1036,8,0001-03-04,True,True,,Japan,top,,,,,,,Japan,,1036,8,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Zhejiang,29.1,120.1,True,,,,,,,,,,,Mainland China,,,,,,,,Zhejiang (Mainland China),,1215,1,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Henan,33.9,112.4,True,,,,,,,,,,,Mainland China,,,,,,,,Henan (Mainland China),,1272,22,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Guangdong,22.9,112.4,True,,,,,,,,,,,Mainland China,,,,,,,,Guangdong (Mainland China),,1351,7,,
Thu Mar  5 20:52:07 PST 2020,1583470327,IRN,Iran,Iran,,32.428,53.688,True,True,True,3,,,,,True,True,,Iran,,,,,,,,Iran,,3513,107,,
Thu Mar  5 20:52:07 PST 2020,1583470327,ITA,Italy,Italy,,41.872,12.567,True,True,True,3,,,,,True,True,,Italy,,,True,,,,,Italy,,3858,148,,
Thu Mar  5 20:52:07 PST 2020,1583470327,KOR,South Korea,South Korea,,35.908,127.767,True,True,True,3,,,,,True,True,,S. Korea,top,True,,,S. Korea,South Korea,-20,South Korea,,6284,40,,
Thu Mar  5 20:52:07 PST 2020,1583470327,CHN,,Mainland China,Hubei,32.05,110.5,True,,,,,,,,,,,Mainland China,count_only,,,,,,,Hubei (Mainland China),,67592,2931,,
