date2,unixtime,adm0_a3,nyt_name,location,sublocation,lat,lon,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,world_map_label,world_map_label_desktop_only,world_map_label_name,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,mobile_table_name,sentence_name,label_offset_y,label,postal,confirmed,deaths,us_state_label,name
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Yunnan,24.64,101.29,True,,,,,,,,,,Mainland China,,,,,,,,Yunnan (Mainland China),,174,2,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHE,Switzerland,Switzerland,,46.818,8.228,True,True,True,,,,,,,,Switzerland,,,,,,,,Switzerland,,214,1,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Shaanxi,35.63,106.12,True,,,,,,,,,,Mainland China,,,,,,,,Shaanxi (Mainland China),,245,1,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Guangxi,23.72,108.66,True,,,,,,,,,,Mainland China,,,,,,,,Guangxi (Mainland China),,252,2,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Fujian,25.92,117.17,True,,,,,,,,,,Mainland China,,,,,,,,Fujian (Mainland China),,296,1,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Hebei,38.48,115.24,True,,,,,,,,,,Mainland China,,,,,,,,Hebei (Mainland China),,318,6,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Shanghai,31.19,121.48,True,,,,,,,,,,Mainland China,,,,,,,,Shanghai (Mainland China),,342,3,,
Fri Mar  6 20:33:34 PST 2020,1583555614,ESP,Spain,Spain,,40.464,-3.749,True,True,True,,,,,,,,Spain,,,True,,,,,Spain,,400,5,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Beijing,39.9,116.3,True,,,,,,,,,,Mainland China,count_only,,,,,,,Beijing (Mainland China),,422,8,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Heilongjiang,46.8,127.07,True,,,,,,,,,,Mainland China,,,,,,,,Heilongjiang (Mainland China),,481,13,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Sichuan,30.8,103.8,True,,,,,,,,,,Mainland China,,,,,,,,Sichuan (Mainland China),,539,3,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Chongqing,29.5,106.4,True,,,,,,,,,,Mainland China,,,,,,,,Chongqing (Mainland China),,576,6,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Jiangsu,33.15,119.58,True,,,,,,,,,,Mainland China,,,,,,,,Jiangsu (Mainland China),,631,0,,
Fri Mar  6 20:33:34 PST 2020,1583555614,FRA,France,France,,46.228,2.214,True,True,True,,Constant Meheut/RPP,423,7,Mar. 5,True,True,France,,,True,,,,,France,,653,9,,
Fri Mar  6 20:33:34 PST 2020,1583555614,DEU,Germany,Germany,,51.166,10.452,True,True,True,,,,,,True,True,Germany,,,True,,,,-30,Germany,,670,0,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Shandong,36.4,116.5,True,,,,,,,,,,Mainland China,,,,,,,,Shandong (Mainland China),,758,6,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Jiangxi,27.28,114.91,True,,,,,,,,,,Mainland China,,,,,,,,Jiangxi (Mainland China),,935,1,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,Mainland China,Mainland China,Anhui,32,116.1,True,,,,,,,,,,Mainland China,,,,,,,,Anhui (Mainland China),,990,6,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Hunan,27.4,110.4,True,,,,,,,,,,Mainland China,,,,,,,,Hunan (Mainland China),,1018,4,,
Fri Mar  6 20:33:34 PST 2020,1583555614,JPN,Japan,Japan,,36.49,143,True,True,True,2,"NYT, includes 705 cruise ship + 360 in Japan from JHU",1065,8,Mar. 6,True,,Japan,top,,,,,,,Japan,,1065,8,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Zhejiang,29.1,120.1,True,,,,,,,,,,Mainland China,,,,,,,,Zhejiang (Mainland China),,1215,1,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Henan,33.9,112.4,True,,,,,,,,,,Mainland China,,,,,,,,Henan (Mainland China),,1272,22,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Guangdong,22.9,112.4,True,,,,,,,,,,Mainland China,,,,,,,,Guangdong (Mainland China),,1352,7,,
Fri Mar  6 20:33:34 PST 2020,1583555614,ITA,Italy,Italy,,41.872,12.567,True,True,True,3,"Italy gov, http://www.protezionecivile.gov.it/documents/20182/1221364/Dati+Riepilogo+Nazionale+6marzo2020/6fb1c948-b21c-4cfd-9343-181c147df679",4636,197,Mar. 6,True,,Italy,,,True,,,,,Italy,,4636,197,,
Fri Mar  6 20:33:34 PST 2020,1583555614,IRN,Iran,Iran,,32.428,53.688,True,True,True,3,,,,,True,,Iran,,,,,,,,Iran,,4747,124,,
Fri Mar  6 20:33:34 PST 2020,1583555614,KOR,South Korea,South Korea,,35.908,127.767,True,True,True,3,,,,,True,,S. Korea,top,True,,,S. Korea,South Korea,-20,South Korea,,6593,42,,
Fri Mar  6 20:33:34 PST 2020,1583555614,CHN,,Mainland China,Hubei,32.05,110.5,True,,,,,,,,,,Mainland China,count_only,,,,,,,Hubei (Mainland China),,67592,2931,,
