date2,unixtime,adm0_a3,nyt_name,lat,lon,location,sublocation,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,mobile_table_name,world_map_label,world_map_label_desktop_only,world_map_label_name,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,label_offset_y,sentence_name,jhu_location,jhu_sublocation,label,postal,confirmed,deaths,us_state_label,name
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,37.64,110.15,Mainland China,Shanxi,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Shanxi,Shanxi (Mainland China),,133,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,39.13,117.01,Mainland China,Tianjin,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Tianjin,Tianjin (Mainland China),,136,3,,
Sat Mar  7 14:48:05 PST 2020,1583621285,SGP,Singapore,1.352,103.82,Singapore,,True,True,True,,,,,,,True,True,Singapore,right,,,,,,Singapore,,Singapore,,138,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,26.91,105.48,Mainland China,Guizhou,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Guizhou,Guizhou (Mainland China),,146,2,,
Sat Mar  7 14:48:05 PST 2020,1583621285,NOR,Norway,60.472,8.469,Norway,,True,True,True,,,,,,,,,Norway,,,True,,,,Norway,,Norway,,147,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,SWE,Sweden,60.128,18.644,Sweden,,True,True,True,,,,,,,,,Sweden,,,,,,,Sweden,,Sweden,,161,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,19.15,109.37,Mainland China,Hainan,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Hainan,Hainan (Mainland China),,168,6,,
Sat Mar  7 14:48:05 PST 2020,1583621285,BEL,Belgium,50.504,4.47,Belgium,,True,True,True,,Yonette Joseph (NYT) via Belgium public health ministry,169,,,,,,Belgium,,,,,,,Belgium,,Belgium,,169,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,24.64,101.29,Mainland China,Yunnan,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Yunnan,Yunnan (Mainland China),,174,2,,
Sat Mar  7 14:48:05 PST 2020,1583621285,NLD,Netherlands,52.133,5.291,Netherlands,,True,True,True,,,,,,,,,Netherlands,,,,,,,Netherlands,,Netherlands,,188,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,GBR,U.K.,55.378,-3.436,UK,,True,True,True,,https://twitter.com/DHSCgovuk/status/1236299949769441281,206,,Mar. 7,,True,True,UK,,,True,,,the United Kingdom,UK,,UK,,206,2,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,35.63,106.12,Mainland China,Shaanxi,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Shaanxi,Shaanxi (Mainland China),,245,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,23.72,108.66,Mainland China,Guangxi,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Guangxi,Guangxi (Mainland China),,252,2,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHE,Switzerland,46.818,8.228,Switzerland,,True,True,True,,,,,,,,,Switzerland,,,,,,,Switzerland,,Switzerland,,268,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,25.92,117.17,Mainland China,Fujian,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Fujian,Fujian (Mainland China),,296,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,38.48,115.24,Mainland China,Hebei,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Hebei,Hebei (Mainland China),,318,6,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,31.19,121.48,Mainland China,Shanghai,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Shanghai,Shanghai (Mainland China),,342,3,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,39.9,116.3,Mainland China,Beijing,True,,,,,,,,,,,Mainland China,count_only,,,,,,Mainland China,Beijing,Beijing (Mainland China),,426,8,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,46.8,127.07,Mainland China,Heilongjiang,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Heilongjiang,Heilongjiang (Mainland China),,481,13,,
Sat Mar  7 14:48:05 PST 2020,1583621285,ESP,Spain,40.464,-3.749,Spain,,True,True,True,,,,,,,,,Spain,,,True,,,,Spain,,Spain,,500,10,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,30.8,103.8,Mainland China,Sichuan,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Sichuan,Sichuan (Mainland China),,539,3,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,29.5,106.4,Mainland China,Chongqing,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Chongqing,Chongqing (Mainland China),,576,6,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,33.15,119.58,Mainland China,Jiangsu,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Jiangsu,Jiangsu (Mainland China),,631,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,36.4,116.5,Mainland China,Shandong,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Shandong,Shandong (Mainland China),,758,6,,
Sat Mar  7 14:48:05 PST 2020,1583621285,DEU,Germany,51.166,10.452,Germany,,True,True,True,,"Yonnette Joseph (NYT) via Public health agency, the Robert Koch Institute",684,,Mar. 7,,True,True,Germany,,,True,,-30,,Germany,,Germany,,799,0,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,27.28,114.91,Mainland China,Jiangxi,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Jiangxi,Jiangxi (Mainland China),,935,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,FRA,France,46.228,2.214,France,,True,True,True,,"Aurelien Breeden, NYT reporter",716,11,Mar. 7,,True,True,France,,,True,,,,France,,France,,949,11,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,32,116.1,Mainland China,Anhui,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Anhui,Anhui (Mainland China),,990,6,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,27.4,110.4,Mainland China,Hunan,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Hunan,Hunan (Mainland China),,1018,4,,
Sat Mar  7 14:48:05 PST 2020,1583621285,JPN,Japan,36.49,143,Japan,,True,True,True,2,"NYT, includes 696 cruise ship + 420 in Japan from JHU. 6 died on cruise and 6 died in Japan. https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200306-sitrep-46-covid-19.pdf?sfvrsn=96b04adf_2",1116,12,Mar. 7,,True,,Japan,top,,,,,,Japan,,Japan,,1116,12,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,29.1,120.1,Mainland China,Zhejiang,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Zhejiang,Zhejiang (Mainland China),,1215,1,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,33.9,112.4,Mainland China,Henan,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Henan,Henan (Mainland China),,1272,22,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,22.9,112.4,Mainland China,Guangdong,True,,,,,,,,,,,Mainland China,,,,,,,Mainland China,Guangdong,Guangdong (Mainland China),,1352,7,,
Sat Mar  7 14:48:05 PST 2020,1583621285,IRN,Iran,32.428,53.688,Iran,,True,True,True,3,,,,,,True,,Iran,,,,,,,Iran,,Iran,,5823,145,,
Sat Mar  7 14:48:05 PST 2020,1583621285,ITA,Italy,41.872,12.567,Italy,,True,True,True,3,italy civil department,5883,233,Mar. 7,,True,,Italy,,,True,,,,Italy,,Italy,,5883,233,,
Sat Mar  7 14:48:05 PST 2020,1583621285,KOR,South Korea,35.908,127.767,South Korea,,True,True,True,3,,,,,S. Korea,True,,S. Korea,top,True,,,-20,South Korea,South Korea,,South Korea,,7041,44,,
Sat Mar  7 14:48:05 PST 2020,1583621285,CHN,,32.05,110.5,Mainland China,Hubei,True,,,,,,,,,,,Mainland China,count_only,,,,,,Mainland China,Hubei,Hubei (Mainland China),,67666,2959,,
