date2,unixtime,adm0_a3,nyt_name,location,sublocation,lat,lon,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,world_map_label,world_map_label_desktop_only,world_map_label_name,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,mobile_table_name,sentence_name,label_offset_y,label,postal,confirmed,deaths,us_state_label,name
Sat Mar  7 09:20:16 PST 2020,1583601616,SVK,Slovakia,Slovakia,,48.669,19.699,True,True,True,,JHU,1,,Mar. 7,,,Slovakia,,,,,,,,Slovakia,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,TGO,Togo,Togo,,8.62,0.825,True,True,True,,JHU,1,,Mar. 7,,,Togo,,,,,,,,Togo,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,UKR,Ukraine,Ukraine,,48.379,31.166,True,True,True,,JHU table,1,,Mar. 7,,,Ukraine,,,,,,,,Ukraine,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,VAT,Holy See (Vatican City State),,,41.903,12.453,True,True,True,,JHU,1,,Mar. 7,,,,,,,,,,,,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,ZAF,South Africa,South Africa,,-30.559,22.938,True,True,True,,JHU,1,,Mar. 7,True,True,South Africa,,,,,,,,South Africa,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AND,Andorra,Andorra,,42.549,1.585,True,True,True,,JH dashboard but not sheet,1,,Mar. 7,,,Andorra,,,,,,,,Andorra,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,LVA,Latvia,Latvia,,56.88,24.603,True,True,True,,JH dashboard but not sheet,1,,Mar. 7,,,Latvia,,,,,,,,Latvia,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,SAU,Saudi Arabia,Saudi Arabia,,23.886,45.079,True,True,True,,JH dashboard but not sheet,1,,Mar. 7,,,Saudi Arabia,,,,,,,,Saudi Arabia,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,GIB,Gibraltar,Gibraltar,,36.138,-5.345,True,True,False,,JH dashboard but not sheet,1,,Mar. 7,,,Gibraltar,,,,,,,,Gibraltar,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,TUN,Tunisia,Tunisia,,33.887,9.537,True,True,True,,JH dashboard but not sheet,1,,Mar. 7,,,Tunisia,,,,,,,,Tunisia,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,LIE,Liechtenstein,Liechtenstein,,47.166,9.555,True,True,True,,JH dashboard but not sheet,1,,Mar. 7,,,Liechtenstein,,,,,,,,Liechtenstein,,1,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Wisconsin,43.78444,-88.787868,True,,,,,,,,,,,,,,,,,,,WI,1,0,Wis.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Tennessee,35.517491,-86.580447,True,,,,,,,,,,,,,,,,,,,TN,1,0,Tenn.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Indiana,40.551217,-85.602364,True,,,,,,,,,,,,,,,,,,,IN,1,0,Ind.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Minnesota,46.729553,-94.6859,True,,,,,,,,,,,,,,,,,,,MN,1,0,Minn.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Kentucky,37.839333,-84.270018,True,,,,,,,,,,,,,,,,,,,KY,1,0,Ky.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Oklahoma,35.007752,-97.092877,True,,,,,,,,,,,,,,,,,,,OK,1,0,Okla.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Hawaii,19.898682,-155.665857,True,,,,,,,,,,,,,,,,,,,HI,1,0,Hawaii,US
Sat Mar  7 09:20:16 PST 2020,1583601616,DOM,Dominican Rep.,Dominican Republic,,18.736,-70.163,True,True,True,,JHU issue,2,,Mar. 7,,,Dominican Republic,,,,,,,,Dominican Republic,,2,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,LUX,Luxembourg,Luxembourg,,49.815,6.13,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",2,,Mar. 7,,,Luxembourg,,,,,,,,Luxembourg,,2,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,MAR,Morocco,Morocco,,31.792,-7.093,True,True,True,,JH dashboard but not sheet,2,,Mar. 7,,,Morocco,,,,,,,,Morocco,,2,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Utah,39.32098,-111.093731,True,,,,,,,,,,,,,,,,,,,UT,2,0,Utah,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Oregon,43.804133,-120.554201,True,,,,,,,,,,,,,,,,,,,OR,2,0,Ore.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,New Hampshire,43.193852,-71.572395,True,,,,,,,,,,,,,,,,,,,NH,2,0,N.H.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,North Carolina,35.6029126,-77.4473952,True,,,,,,,,,,,,,,,,,,,NC,2,0,N.C.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Nevada,38.80261,-116.419389,True,,,,,,,,,,,,,,,,,,,NV,2,0,Nev.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Pennsylvania,41.203322,-77.194525,True,,,,,,,,,,,,,,,,,,,PA,2,0,Pa.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,South Carolina,33.836081,-81.163725,True,,,,,,,,,,,,,,,,,,,SC,2,0,S.C.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,,43.916,17.679,True,True,True,,JHU issue,3,,Mar. 7,,,Bosnia and Herzegovina,,,,,,,,Bosnia and Herzegovina,,3,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,MKD,North Macedonia,North Macedonia,,41.609,21.745,True,True,True,,JHU issue; NYT name change as of Feb. 11,3,,Mar. 7,,,North Macedonia,,,,,,,,North Macedonia,,3,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Rhode Island,39.6,-71.64,True,,,,,,,,,,,,,,,,,,,RI,3,0,R.I.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Maryland,39.045755,-76.641271,True,,,,,,,,,,,,,,,,,,,MD,3,0,Md.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,CHL,Chile,Chile,,-35.675,-71.543,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",4,,Mar. 7,,,Chile,,,,,,,,Chile,,4,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,GEO,Georgia,Georgia,,42.315,43.357,True,True,True,,JHU issue. keep,4,,Mar. 7,,,Georgia,,,,,,,,Georgia,,4,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,HUN,Hungary,Hungary,,47.162,19.503,True,True,True,,JHU issue. keep,4,,Mar. 7,,,Hungary,,,,,,,,Hungary,,4,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,SEN,Senegal,Senegal,,14.497,-14.452,True,True,True,,JHU issue. keep,4,,Mar. 7,,,Senegal,,,,,,,,Senegal,,4,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,IDN,Indonesia,Indonesia,,-0.789,113.921,True,True,True,,JHU issue. Pls keep,4,,Mar. 7,True,True,Indonesia,,,,,,,,Indonesia,,4,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,New Jersey,40.058324,-74.405661,True,,,,,,,,,,,,,,,,,,,NJ,4,0,N.J.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,NZL,New Zealand,New Zealand,,-44.63,168.376,True,True,True,,JHU issue,5,,Mar. 7,True,True,New Zealand,top,,,,,,,New Zealand,,5,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,POL,Poland,Poland,,51.919,19.145,True,True,True,,JHU issue,5,,Mar. 7,,,Poland,,,,,,,,Poland,,5,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Arizona,34.048928,-111.093731,True,,,,,,,,,,,,,,,,,,,AZ,5,0,Ariz.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,BLR,Belarus,Belarus,,53.71,27.953,True,True,True,,,,,,,,Belarus,,,,,,,,Belarus,,6,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,MEX,Mexico,Mexico,,23.635,-102.553,True,True,True,,,,,,True,True,Mexico,right,,,,,,,Mexico,,6,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,PHL,Philippines,Philippines,,12.88,121.774,True,True,True,,JHU issue,5,,Mar. 7,,,Philippines,right,True,,,,,,Philippines,,6,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,PAK,Pakistan,Pakistan,,30.375,69.345,True,True,True,,,,,,,,Pakistan,,,,,,,,Pakistan,,6,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Illinois,40.633125,-89.398528,True,,,,,,,,,,,,,,,,,,,IL,6,0,Ill.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Georgia,32.157435,-82.907123,True,,,,,,,,,,,,,,,,,,,GA,6,0,Ga.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,SVN,Slovenia,Slovenia,,46.151,14.995,True,True,True,,,,,,,,Slovenia,,,,,,,,Slovenia,,7,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AUS,,Australia,South Australia,-34.93,138.61,True,,,,,,,,,,Australia,,,,,,,,South Australia (Australia),,7,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,ARG,Argentina,Argentina,,-38.416,-63.617,True,True,True,,,,,,True,True,Argentina,,,,,,,,Argentina,,8,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,QAT,Qatar,Qatar,,25.343,50.657,True,True,True,,,,,,,,Qatar,,,,,,,,Qatar,,8,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Massachusetts,42.138477,-69.3,True,,,,,,,,,,,,,,,,,,,MA,8,0,Mass.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Florida,27.664827,-81.515754,True,,,,,,,,,,,,,,,,,,,FL,8,2,Fla.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Colorado,39.550051,-105.782067,True,,,,,,,,,,,,,,,,,,,CO,8,0,Colo.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,AZE,Azerbaijan,Azerbaijan,,40.143,47.577,True,True,True,,,,,,,,Azerbaijan,,,,,,,,Azerbaijan,,9,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,ROU,Romania,Romania,,45.943,24.967,True,True,True,,,,,,,,Romania,,,,,,,,Romania,,9,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,EST,Estonia,Estonia,,58.595,25.014,True,True,True,,,,,,,,Estonia,,,,,,,,Estonia,,10,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,MAC,Macau,Macau,Macau,22.199,113.544,True,True,False,,,,,,,,Macau,,,,,,,,Macau (Macau),,10,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AUS,,Australia,Victoria,-36.56,143.25,True,,,,,,,,,,Australia,,,,,,,,Victoria (Australia),,11,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,HRV,Croatia,Croatia,,45.1,15.2,True,True,True,,,,,,,,Croatia,,,,,,,,Croatia,,12,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,BRA,Brazil,Brazil,,-14.235,-51.925,True,True,True,,,,,,True,True,Brazil,,,,,,,,Brazil,,13,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,ECU,Ecuador,Ecuador,,-1.831,-78.183,True,True,True,,,,,,,,Ecuador,,,,,,,,Ecuador,,13,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,RUS,Russia,Russia,,61.524,105.319,True,True,True,,,,,,True,True,Russia,,,,,,,,Russia,,13,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,PRT,Portugal,Portugal,,39.4,-8.224,True,True,True,,,,,,,,Portugal,,,,,,,,Portugal,,13,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AUS,,Australia,Queensland,-20.918,142.703,True,,,,,,,,,,Australia,,,,,,,,Queensland (Australia),,13,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Nebraska,41.492537,-99.901813,True,,,,,,,,,,,,,,,,,,,NE,14,0,Neb.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,EGY,Egypt,Egypt,,26.821,30.802,True,True,True,,,,,,True,True,Egypt,,,,,,,,Egypt,,15,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,FIN,Finland,Finland,,61.924,25.748,True,True,True,,,,,,,,Finland,,,,,,,,Finland,,15,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,OMN,Oman,Oman,,21.513,55.923,True,True,True,,,,,,,,Oman,,,,,,,,Oman,,16,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,DZA,Algeria,Algeria,,28.034,1.66,True,True,True,,,,,,True,True,Algeria,,,,,,,,Algeria,,17,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,IRL,Ireland,Ireland,,53.413,-8.244,True,True,True,,,,,,,,Ireland,,,,,,,,Ireland,,18,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,VNM,Vietnam,Vietnam,,14.058,108.277,True,True,True,,,,,,,,Vietnam,right,,,,,,,Vietnam,,18,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Qinghai,35.39,93.99,True,,,,,,,,,,Mainland China,,,,,,,,Qinghai (Mainland China),,18,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CZE,Czech Republic,Czech Republic,,49.817,15.473,True,True,True,,,,,,,,Czech Republic,,,,,Czechia,,,Czech Republic,,19,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Texas,31.968599,-99.901813,True,,,,,,,,,,,,,,,,,,,TX,19,0,Texas,US
Sat Mar  7 09:20:16 PST 2020,1583601616,ISR,Israel,Israel,,33,34.85,True,True,True,,,,,,True,True,Israel,,,,,,,,Israel,,21,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CAN,,Canada,British Columbia,54.84,-125.1,True,,,,,,,,,,Canada,,,,,,,,British Columbia (Canada),,21,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,LBN,Lebanon,Lebanon,,33.855,35.862,True,True,True,,,,,,,,Lebanon,,,,,,,,Lebanon,,22,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,PSE,West Bank & Gaza,Palestine,,31.952,35.233,True,True,False,,,,,,,,Palestine,,,,,,,,Palestine,,22,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,DNK,Denmark,Denmark,,56.264,9.502,True,True,True,,,,,,,,Denmark,,,,,,,,Denmark,,23,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,SMR,San Marino,San Marino,,43.942,12.458,True,True,True,,,,,,,,San Marino,,,,,,,,San Marino,,23,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CAN,,Canada,"Toronto, ON",51.4,-87.12,True,,,,,,,,,,Canada,,,,,,,,"Toronto, ON (Canada)",,27,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AUS,,Australia,New South Wales,-32.74,145.56,True,,,,,,,,,,Australia,,,,,,,,New South Wales (Australia),,28,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,IND,India,India,,20.594,78.963,True,True,True,,,,,,True,True,India,top,,,,,,,India,,31,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,New York,43,-75.12,True,,,,,,,,,,,,,,,,,,,NY,44,0,N.Y.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,ARE,U.A.E.,United Arab Emirates,,23.424,53.848,True,True,True,,,,,,,,United Arab Emirates,,,,,UAE,,,United Arab Emirates,,45,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,GRC,Greece,Greece,,39.074,21.824,True,True,True,,,,,,,,Greece,,,,,,,,Greece,,45,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,ISL,Iceland,Iceland,,64.963,-19.021,True,True,True,,,,,,True,True,Iceland,top,,,,,,,Iceland,,45,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,TWN,Taiwan,Taiwan,Taiwan,23.698,120.961,True,True,False,,,,,,,,Taiwan,top,,,,,,,Taiwan (Taiwan),,45,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,IRQ,Iraq,Iraq,,33.223,43.679,True,True,True,,,,,,,,Iraq,,,,,,,,Iraq,,48,4,,
Sat Mar  7 09:20:16 PST 2020,1583601616,THA,Thailand,Thailand,,15.87,100.993,True,True,True,,,,,,,,Thailand,top,,,,,,,Thailand,,50,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,KWT,Kuwait,Kuwait,,29.312,47.482,True,True,True,,,,,,,,Kuwait,,,,,,,,Kuwait,,58,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,BHR,Bahrain,Bahrain,,25.93,50.638,True,True,True,,,,,,,,Bahrain,,,,,,,,Bahrain,,60,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,AUT,Austria,Austria,,47.516,14.55,True,True,True,,,,,,,,Austria,,,,,,,,Austria,,66,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Inner Mongolia,43.61,113.35,True,,,,,,,,,,Mainland China,,,,,,,,Inner Mongolia (Mainland China),,75,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Ningxia,37.3,104.85,True,,,,,,,,,,Mainland China,,,,,,,,Ningxia (Mainland China),,75,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Xinjiang,40.06,87.7,True,,,,,,,,,,Mainland China,,,,,,,,Xinjiang (Mainland China),,76,3,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,California,36.778261,-119.417932,True,,,,,,,,,,,,,,,,,,,CA,79,1,Calif.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,MYS,Malaysia,Malaysia,,4.21,101.976,True,True,True,,,,,,,,Malaysia,right,True,,,,,,Malaysia,,83,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,USA,,US,Washington,46.751074,-120.740139,True,,,,,,,,,,,,,,,,,,,WA,86,14,Wash.,US
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Jilin,43.85,126.5,True,,,,,,,,,,Mainland China,,,,,,,,Jilin (Mainland China),,93,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,SWE,Sweden,Sweden,,60.128,18.644,True,True,True,,,,,,,,Sweden,,,,,,,,Sweden,,101,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,HKG,Hong Kong,Hong Kong,Hong Kong,22.396,114.109,True,True,False,,,,,,,,Hong Kong,,,,,,,,Hong Kong (Hong Kong),,108,2,,
Sat Mar  7 09:20:16 PST 2020,1583601616,NOR,Norway,Norway,,60.472,8.469,True,True,True,,,,,,,,Norway,,,True,,,,,Norway,,108,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Gansu,40.39,96.81,True,,,,,,,,,,Mainland China,,,,,,,,Gansu (Mainland China),,120,2,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Liaoning,41.3,121.9,True,,,,,,,,,,Mainland China,,,,,,,,Liaoning (Mainland China),,125,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,NLD,Netherlands,Netherlands,,52.133,5.291,True,True,True,,,,,,,,Netherlands,,,,,,,,Netherlands,,128,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,SGP,Singapore,Singapore,,1.352,103.82,True,True,True,,,,,,True,True,Singapore,right,,,,,,,Singapore,,130,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Shanxi,37.64,110.15,True,,,,,,,,,,Mainland China,,,,,,,,Shanxi (Mainland China),,133,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Tianjin,39.13,117.01,True,,,,,,,,,,Mainland China,,,,,,,,Tianjin (Mainland China),,136,3,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Guizhou,26.91,105.48,True,,,,,,,,,,Mainland China,,,,,,,,Guizhou (Mainland China),,146,2,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Hainan,19.15,109.37,True,,,,,,,,,,Mainland China,,,,,,,,Hainan (Mainland China),,168,6,,
Sat Mar  7 09:20:16 PST 2020,1583601616,BEL,Belgium,Belgium,,50.504,4.47,True,True,True,,Yonette Joseph (NYT) via Belgium public health ministry,169,,,,,Belgium,,,,,,,,Belgium,,169,0,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Yunnan,24.64,101.29,True,,,,,,,,,,Mainland China,,,,,,,,Yunnan (Mainland China),,174,2,,
Sat Mar  7 09:20:16 PST 2020,1583601616,GBR,U.K.,UK,,55.378,-3.436,True,True,True,,https://twitter.com/DHSCgovuk/status/1236299949769441281,206,,Mar. 7,True,True,UK,,,True,,,the United Kingdom,,UK,,206,2,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHE,Switzerland,Switzerland,,46.818,8.228,True,True,True,,,,,,,,Switzerland,,,,,,,,Switzerland,,214,1,,
Sat Mar  7 09:20:16 PST 2020,1583601616,CHN,,Mainland China,Shaanxi,35.63,106.12,True,,,,,,,,,,Mainland China,,,,,,,,Shaanxi (Mainland China),,245,1,,
