date2,unixtime,adm0_a3,nyt_name,lat,lon,jhu_location,jhu_sublocation,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,override_fixed,mobile_table_name,world_map_label_name,world_map_label,world_map_label_desktop_only,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,label_offset_y,sentence_name,label,confirmed,deaths,recovered
Mon Mar  9 13:50:22 PDT 2020,1583787022,GBR,U.K.,55.378,-3.436,UK,,True,True,True,,,,,,,U.K.,UK,True,True,,,True,,,the United Kingdom,UK,321,4,18
Mon Mar  9 13:50:22 PDT 2020,1583787022,NLD,Netherlands,52.133,5.291,Netherlands,,True,True,True,,,,,,,Netherlands,Netherlands,,,,,,,,,Netherlands,321,3,0
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,31.19,121.48,Mainland China,Shanghai,True,,,,,,,,,,,,,,,,,,,Shanghai (Mainland China),342,3,315
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHE,Switzerland,46.818,8.228,Switzerland,,True,True,True,,https://twitter.com/BAG_OFSP_UFSP/status/1236609977323790339,281,,0001-03-08,,Switzerland,Switzerland,,,,,,,,,Switzerland,374,2,3
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,39.9,116.3,Mainland China,Beijing,True,,,,,,,,,,,,,count_only,,,,,,Beijing (Mainland China),428,8,315
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,46.8,127.07,Mainland China,Heilongjiang,True,,,,,,,,,,,,,,,,,,,Heilongjiang (Mainland China),481,13,430
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,30.8,103.8,Mainland China,Sichuan,True,,,,,,,,,,,,,,,,,,,Sichuan (Mainland China),539,3,466
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,29.5,106.4,Mainland China,Chongqing,True,,,,,,,,,,,,,,,,,,,Chongqing (Mainland China),576,6,535
Mon Mar  9 13:50:22 PDT 2020,1583787022,USA,United States,37.09,-95.713,US,,True,True,True,,,,,,,U.S.,U.S.,True,,,,,,,the United States,US,631,26,0
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,33.15,119.58,Mainland China,Jiangsu,True,,,,,,,,,,,,,,,,,,,Jiangsu (Mainland China),631,0,621
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,36.4,116.5,Mainland China,Shandong,True,,,,,,,,,,,,,,,,,,,Shandong (Mainland China),758,6,700
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,27.28,114.91,Mainland China,Jiangxi,True,,,,,,,,,,,,,,,,,,,Jiangxi (Mainland China),935,1,923
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,32,116.1,Mainland China,Anhui,True,,,,,,,,,,,,,,,,,,,Anhui (Mainland China),990,6,984
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,27.4,110.4,Mainland China,Hunan,True,,,,,,,,,,,,,,,,,,,Hunan (Mainland China),1018,4,979
Mon Mar  9 13:50:22 PDT 2020,1583787022,ESP,Spain,40.464,-3.749,Spain,,True,True,True,,,,,,,Spain,Spain,,,,,True,,,,Spain,1073,28,32
Mon Mar  9 13:50:22 PDT 2020,1583787022,DEU,Germany,51.166,10.452,Germany,,True,True,True,,,,,,,Germany,Germany,True,True,,,True,,-30,,Germany,1176,2,18
Mon Mar  9 13:50:22 PDT 2020,1583787022,JPN,Japan,36.49,143,Japan,,True,True,True,2,"NYT, includes 696 cruise ship + 502 in Japan from JHU. 6 died on cruise and 6 died in Japan. https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200306-sitrep-46-covid-19.pdf?sfvrsn=96b04adf_2",1198,12,0001-03-08,,Japan,Japan,True,,top,,,,,,Japan,1198,17,76
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,29.1,120.1,Mainland China,Zhejiang,True,,,,,,,,,,,,,,,,,,,Zhejiang (Mainland China),1215,1,1176
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,33.9,112.4,Mainland China,Henan,True,,,,,,,,,,,,,,,,,,,Henan (Mainland China),1272,22,1247
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,22.9,112.4,Mainland China,Guangdong,True,,,,,,,,,,,,,,,,,,,Guangdong (Mainland China),1352,8,1260
Mon Mar  9 13:50:22 PDT 2020,1583787022,FRA,France,46.228,2.214,France,,True,True,True,,"via Aurelien Breeden, NYT",1412,30,0001-03-08,True,France,France,True,True,,,True,,,,France,1412,30,12
Mon Mar  9 13:50:22 PDT 2020,1583787022,IRN,Iran,32.428,53.688,Iran,,True,True,True,3,,,,,,Iran,Iran,True,,,,,,,,Iran,7161,237,2394
Mon Mar  9 13:50:22 PDT 2020,1583787022,KOR,South Korea,35.908,127.767,South Korea,,True,True,True,3,,,,,,S. Korea,S. Korea,True,,top,True,,,-20,South Korea,South Korea,7478,53,118
Mon Mar  9 13:50:22 PDT 2020,1583787022,ITA,Italy,41.872,12.567,Italy,,True,True,True,3,"via Elisabetta Povoledo, NYT",7375,366,0001-03-08,,Italy,Italy,True,,,,True,,,,Italy,9172,463,724
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,,32.05,110.5,Mainland China,Hubei,True,,,,,,,,,,,,,count_only,,,,,,Hubei (Mainland China),67743,3008,46488
Mon Mar  9 13:50:22 PDT 2020,1583787022,CHN,Mainland China,35.862,104.195,Mainland China,,True,True,True,3,,,,,,China,China,True,,,,,,,China,Mainland China,80734,3120,0
