date2,unixtime,nyt_id,adm0_a3,nyt_name,lat,lon,jhu_location,jhu_sublocation,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,override_fixed,mobile_table_name,world_map_label_name,world_map_label,world_map_label_desktop_only,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,label_offset_y,sentence_name,jhu_country_region,jhu_state_province,override_count_,override_deaths_,label,confirmed,deaths,recovered
Tue Mar 10 21:41:11 PDT 2020,1583901671,82,GRC,Greece,39.074,21.824,Greece,,True,True,True,,,,,,,Greece,Greece,,,,,,,,,Greece,,,,Greece,89,0,0
Tue Mar 10 21:41:11 PDT 2020,1583901671,13,AUS,Australia,-25.274,133.775,Australia,,True,True,True,,https://www.theaustralian.com.au/nation/coronavirus-italy-orders-lockdown-of-north-as-cases-deaths-soar/news-story/d035c2d9a4547e79480377745add576d,91,,0001-03-10,,Australia,Australia,True,True,,,,,,,Australia,,,,Australia,91,2,0
Tue Mar 10 21:41:11 PDT 2020,1583901671,261,CHN,,43.85,126.5,China,Jilin,True,,,,,,,,,,,,,,,,,,,Mainland China,Jilin,,,Jilin (China),93,1,91
Tue Mar 10 21:41:11 PDT 2020,1583901671,22,BHR,Bahrain,25.93,50.638,Bahrain,,True,True,True,,,,,,,Bahrain,Bahrain,,,,,,,,,Bahrain,,,,Bahrain,110,0,22
Tue Mar 10 21:41:11 PDT 2020,1583901671,88,HKG,Hong Kong,22.396,114.109,China,Hong Kong SAR,True,True,False,1,JHU issue -- theyre now listing it as a sublocation under China,120,3,0001-03-10,,Hong Kong,Hong Kong,,,,,,,,,China,Hong Kong SAR,,,Hong Kong SAR (China),120,3,65
Tue Mar 10 21:41:11 PDT 2020,1583901671,248,CHN,,40.39,96.81,China,Gansu,True,,,,,,,,,,,,,,,,,,,Mainland China,Gansu,,,Gansu (China),125,2,88
Tue Mar 10 21:41:11 PDT 2020,1583901671,262,CHN,,41.3,121.9,China,Liaoning,True,,,,,,,,,,,,,,,,,,,Mainland China,Liaoning,,,Liaoning (China),125,1,111
Tue Mar 10 21:41:11 PDT 2020,1583901671,146,MYS,Malaysia,4.21,101.976,Malaysia,,True,True,True,,,,,,,Malaysia,Malaysia,,,right,True,,,,,Malaysia,,,,Malaysia,129,0,24
Tue Mar 10 21:41:11 PDT 2020,1583901671,268,CHN,,37.64,110.15,China,Shanxi,True,,,,,,,,,,,,,,,,,,,Mainland China,Shanxi,,,Shanxi (China),133,0,131
Tue Mar 10 21:41:11 PDT 2020,1583901671,270,CHN,,39.13,117.01,China,Tianjin,True,,,,,,,,,,,,,,,,,,,Mainland China,Tianjin,,,Tianjin (China),136,3,131
Tue Mar 10 21:41:11 PDT 2020,1583901671,251,CHN,,26.91,105.48,China,Guizhou,True,,,,,,,,,,,,,,,,,,,Mainland China,Guizhou,,,Guizhou (China),146,2,133
Tue Mar 10 21:41:11 PDT 2020,1583901671,183,SGP,Singapore,1.352,103.82,Singapore,,True,True,True,,,,,,,Singapore,Singapore,True,True,right,,,,,,Singapore,,,,Singapore,160,0,78
Tue Mar 10 21:41:11 PDT 2020,1583901671,252,CHN,,19.15,109.37,China,Hainan,True,,,,,,,,,,,,,,,,,,,Mainland China,Hainan,,,Hainan (China),168,6,159
Tue Mar 10 21:41:11 PDT 2020,1583901671,273,CHN,,24.64,101.29,China,Yunnan,True,,,,,,,,,,,,,,,,,,,Mainland China,Yunnan,,,Yunnan (China),174,2,170
Tue Mar 10 21:41:11 PDT 2020,1583901671,12,AUT,Austria,47.516,14.55,Austria,,True,True,True,,,,,,,Austria,Austria,,,,,,,,,Austria,,,,Austria,182,0,4
Tue Mar 10 21:41:11 PDT 2020,1583901671,265,CHN,,35.63,106.12,China,Shaanxi,True,,,,,,,,,,,,,,,,,,,Mainland China,Shaanxi,,,Shaanxi (China),245,1,227
Tue Mar 10 21:41:11 PDT 2020,1583901671,250,CHN,,23.72,108.66,China,Guangxi,True,,,,,,,,,,,,,,,,,,,Mainland China,Guangxi,,,Guangxi (China),252,2,237
Tue Mar 10 21:41:11 PDT 2020,1583901671,54,DNK,Denmark,56.264,9.502,Denmark,,True,True,True,,,,,,,Denmark,Denmark,,,,,,,,,Denmark,,,,Denmark,262,0,1
Tue Mar 10 21:41:11 PDT 2020,1583901671,19,BEL,Belgium,50.504,4.47,Belgium,,True,True,True,,,,,,,Belgium,Belgium,,,,,,,,,Belgium,,,,Belgium,267,0,1
Tue Mar 10 21:41:11 PDT 2020,1583901671,247,CHN,,25.92,117.17,China,Fujian,True,,,,,,,,,,,,,,,,,,,Mainland China,Fujian,,,Fujian (China),296,1,295
Tue Mar 10 21:41:11 PDT 2020,1583901671,253,CHN,,38.48,115.24,China,Hebei,True,,,,,,,,,,,,,,,,,,,Mainland China,Hebei,,,Hebei (China),318,6,307
Tue Mar 10 21:41:11 PDT 2020,1583901671,267,CHN,,31.19,121.48,China,Shanghai,True,,,,,,,,,,,,,,,,,,,Mainland China,Shanghai,,,Shanghai (China),344,3,320
Tue Mar 10 21:41:11 PDT 2020,1583901671,182,SWE,Sweden,60.128,18.644,Sweden,,True,True,True,,,,,,,Sweden,Sweden,,,,,,,,,Sweden,,,,Sweden,355,0,1
Tue Mar 10 21:41:11 PDT 2020,1583901671,72,GBR,U.K.,55.378,-3.436,UK,,True,True,True,,,,,,,U.K.,UK,True,True,,,True,,,the United Kingdom,UK,,,,UK,382,6,18
Tue Mar 10 21:41:11 PDT 2020,1583901671,154,NLD,Netherlands,52.133,5.291,Netherlands,,True,True,True,,,,,,,Netherlands,Netherlands,,,,,,,,,Netherlands,,,,Netherlands,382,4,0
Tue Mar 10 21:41:11 PDT 2020,1583901671,155,NOR,Norway,60.472,8.469,Norway,,True,True,True,,,,,,,Norway,Norway,,,,,True,,,,Norway,,,,Norway,400,0,1
Tue Mar 10 21:41:11 PDT 2020,1583901671,245,CHN,,39.9,116.3,China,Beijing,True,,,,,,,,,,,,,count_only,,,,,,Mainland China,Beijing,,,Beijing (China),435,8,326
Tue Mar 10 21:41:11 PDT 2020,1583901671,254,CHN,,46.8,127.07,China,Heilongjiang,True,,,,,,,,,,,,,,,,,,,Mainland China,Heilongjiang,,,Heilongjiang (China),482,13,435
Tue Mar 10 21:41:11 PDT 2020,1583901671,40,CHE,Switzerland,46.818,8.228,Switzerland,,True,True,True,,https://twitter.com/BAG_OFSP_UFSP/status/1236609977323790339,281,,0001-03-08,,Switzerland,Switzerland,,,,,,,,,Switzerland,,,,Switzerland,491,3,3
Tue Mar 10 21:41:11 PDT 2020,1583901671,269,CHN,,30.8,103.8,China,Sichuan,True,,,,,,,,,,,,,,,,,,,Mainland China,Sichuan,,,Sichuan (China),539,3,484
Tue Mar 10 21:41:11 PDT 2020,1583901671,246,CHN,,29.5,106.4,China,Chongqing,True,,,,,,,,,,,,,,,,,,,Mainland China,Chongqing,,,Chongqing (China),576,6,547
Tue Mar 10 21:41:11 PDT 2020,1583901671,259,CHN,,33.15,119.58,China,Jiangsu,True,,,,,,,,,,,,,,,,,,,Mainland China,Jiangsu,,,Jiangsu (China),631,0,627
Tue Mar 10 21:41:11 PDT 2020,1583901671,266,CHN,,36.4,116.5,China,Shandong,True,,,,,,,,,,,,,,,,,,,Mainland China,Shandong,,,Shandong (China),759,6,721
Tue Mar 10 21:41:11 PDT 2020,1583901671,260,CHN,,27.28,114.91,China,Jiangxi,True,,,,,,,,,,,,,,,,,,,Mainland China,Jiangxi,,,Jiangxi (China),935,1,932
Tue Mar 10 21:41:11 PDT 2020,1583901671,244,CHN,,32,116.1,China,Anhui,True,,,,,,,,,,,,,,,,,,,Mainland China,Anhui,,,Anhui (China),990,6,984
Tue Mar 10 21:41:11 PDT 2020,1583901671,233,USA,United States,37.09,-95.713,US,,True,True,True,,,,,,,U.S.,U.S.,True,,,,,,,the United States,US,,,,US,1004,31,0
Tue Mar 10 21:41:11 PDT 2020,1583901671,257,CHN,,27.4,110.4,China,Hunan,True,,,,,,,,,,,,,,,,,,,Mainland China,Hunan,,,Hunan (China),1018,4,995
Tue Mar 10 21:41:11 PDT 2020,1583901671,106,JPN,Japan,36.49,143,Japan,,True,True,True,2,"NYT, includes 696 cruise ship + 511 in Japan from JHU. 6 died on cruise and 6 died in Japan. https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200306-sitrep-46-covid-19.pdf?sfvrsn=96b04adf_2",1207,12,0001-03-10,,Japan,Japan,True,,top,,,,,,Japan,,,,Japan,1207,12,101
Tue Mar 10 21:41:11 PDT 2020,1583901671,274,CHN,,29.1,120.1,China,Zhejiang,True,,,,,,,,,,,,,,,,,,,Mainland China,Zhejiang,,,Zhejiang (China),1215,1,1193
Tue Mar 10 21:41:11 PDT 2020,1583901671,255,CHN,,33.9,112.4,China,Henan,True,,,,,,,,,,,,,,,,,,,Mainland China,Henan,,,Henan (China),1272,22,1249
Tue Mar 10 21:41:11 PDT 2020,1583901671,249,CHN,,22.9,112.4,China,Guangdong,True,,,,,,,,,,,,,,,,,,,Mainland China,Guangdong,,,Guangdong (China),1353,8,1282
Tue Mar 10 21:41:11 PDT 2020,1583901671,52,DEU,Germany,51.166,10.452,Germany,,True,True,True,,,,,,,Germany,Germany,True,True,,,True,,-30,,Germany,,,,Germany,1565,2,18
Tue Mar 10 21:41:11 PDT 2020,1583901671,63,ESP,Spain,40.464,-3.749,Spain,,True,True,True,,,,,,,Spain,Spain,,,,,True,,,,Spain,,,,Spain,1695,35,32
Tue Mar 10 21:41:11 PDT 2020,1583901671,70,FRA,France,46.228,2.214,France,,True,True,True,,"via Constant Meheut, NYT",1784,33,0001-03-10,True,France,France,True,True,,,True,,,,France,,1784,33,France,1784,33,12
Tue Mar 10 21:41:11 PDT 2020,1583901671,114,KOR,South Korea,35.908,127.767,Republic of Korea,,True,True,True,3,,,,,,S. Korea,S. Korea,True,,top,True,,,-20,South Korea,Republic of Korea,,,,Republic of Korea,7755,54,247
Tue Mar 10 21:41:11 PDT 2020,1583901671,100,IRN,Iran,32.428,53.688,Iran (Islamic Republic of),,True,True,True,3,,,,,,Iran,Iran,True,,,,,,,,Iran (Islamic Republic of),,,,Iran (Islamic Republic of),8042,291,2731
Tue Mar 10 21:41:11 PDT 2020,1583901671,102,ITA,Italy,41.872,12.567,Italy,,True,True,True,3,"via Elisabetta Povoledo, NYT",7375,366,0001-03-08,,Italy,Italy,True,,,,True,,,,Italy,,,,Italy,10149,631,724
Tue Mar 10 21:41:11 PDT 2020,1583901671,256,CHN,,32.05,110.5,China,Hubei,True,,,,,,,,,,,,,count_only,,,,,,Mainland China,Hubei,,,Hubei (China),67773,3046,49056
Tue Mar 10 21:41:11 PDT 2020,1583901671,232,CHN,Mainland China,35.862,104.195,China,,True,True,True,3,"via Chris Buckley, NYT",80778,3158,0001-03-10,,China,China,True,,,,,,,China,China,,,,China,80778,3158,0
