date2,unixtime,adm0_a3,nyt_name,lat,lon,jhu_location,jhu_sublocation,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,override_fixed,mobile_table_name,world_map_label_name,world_map_label,world_map_label_desktop_only,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,label_offset_y,sentence_name,label,confirmed,deaths,recovered
Tue Mar 10 00:04:54 PDT 2020,1583823894,COL,Colombia,4.571,-74.297,Colombia,,True,True,True,,JHU issue,1,,0001-03-07,,Colombia,Colombia,,,,,,,,,Colombia,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,JOR,Jordan,30.585,36.238,Jordan,,True,True,True,,NYT. pls keep. JHU doesn't have it.,1,,0001-03-07,,Jordan,Jordan,,,,,,,,,Jordan,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LKA,Sri Lanka,7.873,80.772,Sri Lanka,,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",1,,0001-03-07,,Sri Lanka,Sri Lanka,,,,,,,,,Sri Lanka,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LTU,Lithuania,55.169,23.881,Lithuania,,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",1,,0001-03-07,,Lithuania,Lithuania,,,,,,,,,Lithuania,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MCO,Monaco,43.75,7.413,Monaco,,True,True,True,,JH dashboard but not sheet,1,,0001-03-07,,Monaco,Monaco,,,,,,,,,Monaco,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MDA,Moldova,47.412,28.37,Moldova,,True,True,True,,JH dashboard but not sheet,1,,0001-03-08,,Moldova,Moldova,,,,,,,,,Moldova,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MNG,Mongolia,46.862,103.847,Mongolia,,True,True,True,,JHU issue,1,,0001-03-10,,Mongolia,Mongolia,,,,,,,,,Mongolia,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,NPL,Nepal,28.395,84.124,Nepal,,True,True,True,,JHU dashboard but not sheet,1,,0001-03-07,,Nepal,Nepal,,,left,,,,,,Nepal,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PAN,Panama,8.538,-80.782,,,True,True,True,,https://www.reuters.com/article/us-health-coronavirus-panama/panamas-health-ministry-confirms-first-coronavirus-case-idUSKBN20X05F,1,,0001-03-10,,Panama,Panama,,,,,,,,,,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PRY,Paraguay,-23.443,-58.444,Paraguay,,True,True,True,,JHU issue,1,,0001-03-08,,Paraguay,Paraguay,,,,,,,,,Paraguay,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,SRB,Serbia,44.017,21.006,Serbia,,True,True,True,,JHU issue,1,,0001-03-07,,Serbia,Serbia,,,,,,,,,Serbia,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,TGO,Togo,8.62,0.825,Togo,,True,True,True,,JHU,1,,0001-03-07,,Togo,Togo,,,,,,,,,Togo,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,UKR,Ukraine,48.379,31.166,Ukraine,,True,True,True,,JHU table,1,,0001-03-07,,Ukraine,Ukraine,,,,,,,,,Ukraine,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,VAT,Vatican City,41.903,12.453,Vatican City,,True,True,True,,JHU,1,,0001-03-07,,Vatican City,Vatican City,,,,,,,,,Vatican City,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,AND,Andorra,42.549,1.585,Andorra,,True,True,True,,JH dashboard but not sheet,1,,0001-03-07,,Andorra,Andorra,,,,,,,,,Andorra,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,GIB,Gibraltar,36.138,-5.345,Gibraltar,,True,True,False,,JH dashboard but not sheet,1,,0001-03-07,,Gibraltar,Gibraltar,,,,,,,,,Gibraltar,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LIE,Liechtenstein,47.166,9.555,Liechtenstein,,True,True,True,,JH dashboard but not sheet,1,,0001-03-07,,Liechtenstein,Liechtenstein,,,,,,,,,Liechtenstein,1,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,ALB,Albania,41.153,20.168,Albania,,True,True,True,,JHU issue. Pls keep it,2,,0001-03-10,,Albania,Albania,,,,,,,,,Albania,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BFA,Burkina Faso,12.238,-1.562,Burkina Faso,,True,True,True,,JHU issue,2,,0001-03-10,,Burkina Faso,Burkina Faso,,,,,,,,,Burkina Faso,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CMR,Cameroon,7.37,12.355,Cameroon,,True,True,True,,JHU issue,2,,0001-03-07,,Cameroon,Cameroon,,,,,,,,,Cameroon,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CYP,Cyprus,35.126,33.43,Cyprus,,True,True,True,,JHU issue,2,,0001-03-10,,Cyprus,Cyprus,,,,,,,,,Cyprus,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,FRO,Faroe Islands,61.893,-6.912,Faroe Islands,,True,True,False,,JHU issue. Also it's not included in Denmark national count: https://stps.dk/da/,2,,0001-03-08,,Faroe Islands,Faroe Islands,,,,,,,,,Faroe Islands,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,KHM,Cambodia,12.566,104.991,Cambodia,,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",2,,0001-03-08,,Cambodia,Cambodia,,,,,,,,,Cambodia,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,NGA,Nigeria,9.082,8.675,Nigeria,,True,True,True,,JHU issue; Nigeria 2nd case confirmed (Allison),2,,0001-03-09,,Nigeria,Nigeria,True,True,top,,,,,,Nigeria,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MAR,Morocco,31.792,-7.093,Morocco,,True,True,True,,JH dashboard but not sheet,2,,0001-03-07,,Morocco,Morocco,,,,,,,,,Morocco,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,TUN,Tunisia,33.887,9.537,Tunisia,,True,True,True,,JH dashboard but not sheet,2,,0001-03-10,,Tunisia,Tunisia,,,,,,,,,Tunisia,2,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BIH,Bosnia and Herzegovina,43.916,17.679,Bosnia and Herzegovina,,True,True,True,,JHU issue,3,,0001-03-08,,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,,,Bosnia and Herzegovina,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BGD,Bangladesh,23.685,90.356,Bangladesh,,True,True,True,,,3,,,,Bangladesh,Bangladesh,,,,,,,,,Bangladesh,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LUX,Luxembourg,49.815,6.13,Luxembourg,,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",3,,0001-03-08,,Luxembourg,Luxembourg,,,,,,,,,Luxembourg,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MKD,North Macedonia,41.609,21.745,North Macedonia,,True,True,True,,JHU issue; NYT name change as of Feb. 11,3,,0001-03-08,,North Macedonia,North Macedonia,,,,,,,,,North Macedonia,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MLT,Malta,35.937,14.375,Malta,,True,True,True,,JHU issue,3,,0001-03-08,,Malta,Malta,,,,,,,,,Malta,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,SVK,Slovakia,48.669,19.699,Slovakia,,True,True,True,,JHU,3,,0001-03-08,,Slovakia,Slovakia,,,,,,,,,Slovakia,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,ZAF,South Africa,-30.559,22.938,South Africa,,True,True,True,,JHU issue,3,,0001-03-08,,South Africa,South Africa,True,True,,,,,,,South Africa,3,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,AFG,Afghanistan,33.939,67.71,Afghanistan,,True,True,True,,JHU issue. Pls keep it,4,,0001-03-08,,Afghanistan,Afghanistan,,,,,,,,,Afghanistan,4,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BGR,Bulgaria,42.734,25.486,Bulgaria,,True,True,True,,JHU issue,4,,0001-03-08,,Bulgaria,Bulgaria,,,,,,,,,Bulgaria,4,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MDV,Maldives,3.203,73.221,Maldives,,True,True,True,,JHU issue,4,,0001-03-08,,Maldives,Maldives,,,,,,,,,Maldives,4,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,SEN,Senegal,14.497,-14.452,Senegal,,True,True,True,,JHU issue. keep,4,,0001-03-08,,Senegal,Senegal,,,,,,,,,Senegal,4,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,DOM,Dominican Rep.,18.736,-70.163,Dominican Republic,,True,True,True,,JHU issue,5,,0001-03-08,,Dominican Rep.,Dominican Rep.,,,,,,,,,Dominican Republic,5,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,NZL,New Zealand,-44.63,168.376,New Zealand,,True,True,True,,JHU issue,5,,0001-03-07,,New Zealand,New Zealand,True,True,top,,,,,,New Zealand,5,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BLR,Belarus,53.71,27.953,Belarus,,True,True,True,,JHU issue,6,,0001-03-08,,Belarus,Belarus,,,,,,,,,Belarus,6,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LVA,Latvia,56.88,24.603,Latvia,,True,True,True,,JH dashboard but not sheet,6,,0001-03-07,,Latvia,Latvia,,,,,,,,,Latvia,6,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MEX,Mexico,23.635,-102.553,Mexico,,True,True,True,,JHU missing at noon on 3/8,7,,0001-03-10,,Mexico,Mexico,True,True,right,,,,,,Mexico,7,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PER,Peru,-9.19,-75.015,Peru,,True,True,True,,JHU,7,,0001-03-10,,Peru,Peru,,,,,,,,,Peru,7,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,AZE,Azerbaijan,40.143,47.577,Azerbaijan,,True,True,True,,JHU issue,9,,0001-03-08,,Azerbaijan,Azerbaijan,,,,,,,,,Azerbaijan,9,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CRI,Costa Rica,9.749,-83.753,Costa Rica,,True,True,True,,JHU issue,9,,0001-03-10,,Costa Rica,Costa Rica,,,,,,,,,Costa Rica,9,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,HUN,Hungary,47.162,19.503,Hungary,,True,True,True,,JHU issue. keep,9,,0001-03-10,,Hungary,Hungary,,,,,,,,,Hungary,9,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,EST,Estonia,58.595,25.014,Estonia,,True,True,True,,,10,,0001-03-09,,Estonia,Estonia,,,,,,,,,Estonia,10,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,MAC,Macau,22.199,113.544,Macau,Macau,True,True,False,,,10,,0001-03-09,,Macau,Macau,,,,,,,,,Macau (Macau),10,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHL,Chile,-35.675,-71.543,Chile,,True,True,True,,"JHU has it on the dashboard, but somehow not in the sheet.",8,,0001-03-10,,Chile,Chile,,,,,,,,,Chile,13,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,HRV,Croatia,45.1,15.2,Croatia,,True,True,True,,,,,,,Croatia,Croatia,,,,,,,,,Croatia,13,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,ECU,Ecuador,-1.831,-78.183,Ecuador,,True,True,True,,,,,,,Ecuador,Ecuador,,,,,,,,,Ecuador,15,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,GEO,Georgia,42.315,43.357,Georgia,,True,True,True,,JHU issue. keep,4,,0001-03-07,,Georgia,Georgia,,,,,,,,,Georgia,15,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,AUS,,-20.918,142.703,Australia,Queensland,True,,,,,,,,,,,,,,,,,,,Queensland (Australia),15,0,8
Tue Mar 10 00:04:54 PDT 2020,1583823894,AUS,,-36.56,143.25,Australia,Victoria,True,,,,,,,,,,,,,,,,,,,Victoria (Australia),15,0,7
Tue Mar 10 00:04:54 PDT 2020,1583823894,PAK,Pakistan,30.375,69.345,Pakistan,,True,True,True,,JHU issue,6,,0001-03-08,,Pakistan,Pakistan,,,,,,,,,Pakistan,16,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,ARG,Argentina,-38.416,-63.617,Argentina,,True,True,True,,,,,,,Argentina,Argentina,True,True,,,,,,,Argentina,17,1,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,ROU,Romania,45.943,24.967,Romania,,True,True,True,,,,,,,Romania,Romania,,,,,,,,,Romania,17,0,3
Tue Mar 10 00:04:54 PDT 2020,1583823894,POL,Poland,51.919,19.145,Poland,,True,True,True,,JHU issue,5,,0001-03-07,,Poland,Poland,,,,,,,,,Poland,17,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,QAT,Qatar,25.343,50.657,Qatar,,True,True,True,,,,,,,Qatar,Qatar,,,,,,,,,Qatar,18,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,35.39,93.99,Mainland China,Qinghai,True,,,,,,,,,,,,,,,,,,,Qinghai (Mainland China),18,0,18
Tue Mar 10 00:04:54 PDT 2020,1583823894,OMN,Oman,21.513,55.923,Oman,,True,True,True,,,,,,,Oman,Oman,,,,,,,,,Oman,19,0,9
Tue Mar 10 00:04:54 PDT 2020,1583823894,IDN,Indonesia,-0.789,113.921,Indonesia,,True,True,True,,JHU issue. Pls keep,6,,0001-03-08,,Indonesia,Indonesia,,True,,,,,,,Indonesia,19,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,DZA,Algeria,28.034,1.66,Algeria,,True,True,True,,,,,,,Algeria,Algeria,True,True,,,,,,,Algeria,20,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PHL,Philippines,12.88,121.774,Philippines,,True,True,True,,JHU issue,5,,0001-03-07,,Philippines,Philippines,,,right,True,,,,,Philippines,20,1,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,RUS,Russia,61.524,105.319,Russia,,True,True,True,,,,,,,Russia,Russia,True,True,,,,,,,Russia,20,0,3
Tue Mar 10 00:04:54 PDT 2020,1583823894,SAU,Saudi Arabia,23.886,45.079,Saudi Arabia,,True,True,True,,JH dashboard but not sheet,1,,0001-03-07,,Saudi Arabia,Saudi Arabia,,,,,,,,,Saudi Arabia,20,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,IRL,Ireland,53.413,-8.244,Ireland,,True,True,True,,Ireland dept of health,21,,0001-03-08,,Ireland,Ireland,,,,,,,,,Ireland,24,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,BRA,Brazil,-14.235,-51.925,Brazil,,True,True,True,,,,,,,Brazil,Brazil,True,True,,,,,,,Brazil,25,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PSE,West Bank & Gaza,31.952,35.233,Palestine,,True,True,False,,,,,,,West Bank & Gaza,West Bank & Gaza,,,,,,,,,Palestine,25,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,SVN,Slovenia,46.151,14.995,Slovenia,,True,True,True,,,,,,,Slovenia,Slovenia,,,,,,,,,Slovenia,25,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,VNM,Vietnam,14.058,108.277,Vietnam,,True,True,True,,,,,,,Vietnam,Vietnam,,,right,,,,,,Vietnam,31,0,16
Tue Mar 10 00:04:54 PDT 2020,1583823894,CAN,,54.84,-125.1,Canada,British Columbia,True,,,,,,,,,,,,,,,,,,,British Columbia (Canada),32,1,4
Tue Mar 10 00:04:54 PDT 2020,1583823894,FIN,Finland,61.924,25.748,Finland,,True,True,True,,,,,,,Finland,Finland,,,,,,,,,Finland,33,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,CAN,,51.4,-87.12,Canada,Ontario,True,,,,,,,,,,,,,,,,,,,Ontario (Canada),34,0,4
Tue Mar 10 00:04:54 PDT 2020,1583823894,CZE,Czech Republic,49.817,15.473,Czech Republic,,True,True,True,,,,,,,Czechia,Czech Republic,,,,,,,,,Czech Republic,38,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,PRT,Portugal,39.4,-8.224,Portugal,,True,True,True,,,,,,,Portugal,Portugal,,,,,,,,,Portugal,39,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,LBN,Lebanon,33.855,35.862,Lebanon,,True,True,True,,,,,,,Lebanon,Lebanon,,,,,,,,,Lebanon,41,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,ARE,U.A.E.,23.424,53.848,United Arab Emirates,,True,True,True,,,,,,,UAE,U.A.E.,,,,,,,,,United Arab Emirates,45,0,7
Tue Mar 10 00:04:54 PDT 2020,1583823894,IND,India,20.594,78.963,India,,True,True,True,,,,,,,India,India,True,True,top,,,,,,India,47,0,4
Tue Mar 10 00:04:54 PDT 2020,1583823894,TWN,Taiwan,23.698,120.961,Taiwan,Taiwan,True,True,False,,,,,,,Taiwan,Taiwan,,,top,,,,,,Taiwan (Taiwan),47,1,17
Tue Mar 10 00:04:54 PDT 2020,1583823894,AUS,,-32.74,145.56,Australia,New South Wales,True,,,,,,,,,,,,,,,,,,,New South Wales (Australia),48,3,4
Tue Mar 10 00:04:54 PDT 2020,1583823894,ISR,Israel,33,34.85,Israel,,True,True,True,,,,,,,Israel,Israel,True,True,,,,,,,Israel,50,0,4
Tue Mar 10 00:04:54 PDT 2020,1583823894,THA,Thailand,15.87,100.993,Thailand,,True,True,True,,,,,,,Thailand,Thailand,,,top,,,,,,Thailand,50,1,31
Tue Mar 10 00:04:54 PDT 2020,1583823894,SMR,San Marino,43.942,12.458,San Marino,,True,True,True,,,,,,,San Marino,San Marino,,,,,,,,,San Marino,51,2,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,EGY,Egypt,26.821,30.802,Egypt,,True,True,True,,"via Declan Walsh, NYT",48,1,,,Egypt,Egypt,True,True,,,,,,,Egypt,59,1,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,ISL,Iceland,64.963,-19.021,Iceland,,True,True,True,,,,,,,Iceland,Iceland,True,True,top,,,,,,Iceland,65,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,KWT,Kuwait,29.312,47.482,Kuwait,,True,True,True,,,,,,,Kuwait,Kuwait,,,,,,,,,Kuwait,65,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,IRQ,Iraq,33.223,43.679,Iraq,,True,True,True,,"via Alissa Rubin, NYT",62,,0001-03-08,,Iraq,Iraq,,,,,,,,,Iraq,71,7,3
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,43.61,113.35,Mainland China,Inner Mongolia,True,,,,,,,,,,,,,,,,,,,Inner Mongolia (Mainland China),75,1,70
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,37.3,104.85,Mainland China,Ningxia,True,,,,,,,,,,,,,,,,,,,Ningxia (Mainland China),75,0,71
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,40.06,87.7,Mainland China,Xinjiang,True,,,,,,,,,,,,,,,,,,,Xinjiang (Mainland China),76,3,73
Tue Mar 10 00:04:54 PDT 2020,1583823894,CAN,Canada,56.13,-106.347,Canada,,True,True,True,,https://www.canada.ca/en/public-health/services/diseases/coronavirus-disease-covid-19.html,77,,0001-03-10,,Canada,Canada,True,True,,,,,,,Canada,77,1,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,GRC,Greece,39.074,21.824,Greece,,True,True,True,,,,,,,Greece,Greece,,,,,,,,,Greece,84,0,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,DNK,Denmark,56.264,9.502,Denmark,,True,True,True,,,,,,,Denmark,Denmark,,,,,,,,,Denmark,90,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,AUS,Australia,-25.274,133.775,Australia,,True,True,True,,https://www.theaustralian.com.au/nation/coronavirus-italy-orders-lockdown-of-north-as-cases-deaths-soar/news-story/d035c2d9a4547e79480377745add576d,91,,0001-03-10,,Australia,Australia,True,True,,,,,,,Australia,91,3,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,43.85,126.5,Mainland China,Jilin,True,,,,,,,,,,,,,,,,,,,Jilin (Mainland China),93,1,91
Tue Mar 10 00:04:54 PDT 2020,1583823894,BHR,Bahrain,25.93,50.638,Bahrain,,True,True,True,,,,,,,Bahrain,Bahrain,,,,,,,,,Bahrain,109,0,22
Tue Mar 10 00:04:54 PDT 2020,1583823894,HKG,Hong Kong,22.396,114.109,Hong Kong,Hong Kong,True,True,False,1,,,,,,Hong Kong,Hong Kong,,,,,,,,,Hong Kong (Hong Kong),115,3,60
Tue Mar 10 00:04:54 PDT 2020,1583823894,MYS,Malaysia,4.21,101.976,Malaysia,,True,True,True,,,,,,,Malaysia,Malaysia,,,right,True,,,,,Malaysia,117,0,24
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,40.39,96.81,Mainland China,Gansu,True,,,,,,,,,,,,,,,,,,,Gansu (Mainland China),124,2,88
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,41.3,121.9,Mainland China,Liaoning,True,,,,,,,,,,,,,,,,,,,Liaoning (Mainland China),125,1,111
Tue Mar 10 00:04:54 PDT 2020,1583823894,AUT,Austria,47.516,14.55,Austria,,True,True,True,,,,,,,Austria,Austria,,,,,,,,,Austria,131,0,2
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,37.64,110.15,Mainland China,Shanxi,True,,,,,,,,,,,,,,,,,,,Shanxi (Mainland China),133,0,128
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,39.13,117.01,Mainland China,Tianjin,True,,,,,,,,,,,,,,,,,,,Tianjin (Mainland China),136,3,130
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,26.91,105.48,Mainland China,Guizhou,True,,,,,,,,,,,,,,,,,,,Guizhou (Mainland China),146,2,129
Tue Mar 10 00:04:54 PDT 2020,1583823894,SGP,Singapore,1.352,103.82,Singapore,,True,True,True,,,,,,,Singapore,Singapore,True,True,right,,,,,,Singapore,160,0,78
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,19.15,109.37,Mainland China,Hainan,True,,,,,,,,,,,,,,,,,,,Hainan (Mainland China),168,6,159
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,24.64,101.29,Mainland China,Yunnan,True,,,,,,,,,,,,,,,,,,,Yunnan (Mainland China),174,2,170
Tue Mar 10 00:04:54 PDT 2020,1583823894,NOR,Norway,60.472,8.469,Norway,,True,True,True,,,,,,,Norway,Norway,,,,,True,,,,Norway,227,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,BEL,Belgium,50.504,4.47,Belgium,,True,True,True,,,,,,,Belgium,Belgium,,,,,,,,,Belgium,239,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,35.63,106.12,Mainland China,Shaanxi,True,,,,,,,,,,,,,,,,,,,Shaanxi (Mainland China),245,1,227
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,23.72,108.66,Mainland China,Guangxi,True,,,,,,,,,,,,,,,,,,,Guangxi (Mainland China),252,2,234
Tue Mar 10 00:04:54 PDT 2020,1583823894,SWE,Sweden,60.128,18.644,Sweden,,True,True,True,,,,,,,Sweden,Sweden,,,,,,,,,Sweden,261,0,1
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,25.92,117.17,Mainland China,Fujian,True,,,,,,,,,,,,,,,,,,,Fujian (Mainland China),296,1,295
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,38.48,115.24,Mainland China,Hebei,True,,,,,,,,,,,,,,,,,,,Hebei (Mainland China),318,6,307
Tue Mar 10 00:04:54 PDT 2020,1583823894,GBR,U.K.,55.378,-3.436,UK,,True,True,True,,,,,,,U.K.,UK,True,True,,,True,,,the United Kingdom,UK,321,5,18
Tue Mar 10 00:04:54 PDT 2020,1583823894,NLD,Netherlands,52.133,5.291,Netherlands,,True,True,True,,,,,,,Netherlands,Netherlands,,,,,,,,,Netherlands,321,4,317
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,31.19,121.48,Mainland China,Shanghai,True,,,,,,,,,,,,,,,,,,,Shanghai (Mainland China),344,3,319
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHE,Switzerland,46.818,8.228,Switzerland,,True,True,True,,https://twitter.com/BAG_OFSP_UFSP/status/1236609977323790339,281,,0001-03-08,,Switzerland,Switzerland,,,,,,,,,Switzerland,374,2,3
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,39.9,116.3,Mainland China,Beijing,True,,,,,,,,,,,,,count_only,,,,,,Beijing (Mainland China),429,8,320
