NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,5,0,AZ,94,Mon Mar  9 08:34:56 PDT 2020,1583768096
California,39512223,111,1,CA,383,Mon Mar  9 08:34:56 PDT 2020,1583768096
Colorado,5758736,8,0,CO,91,Mon Mar  9 08:34:56 PDT 2020,1583768096
Connecticut,3565287,1,0,CT,37,Mon Mar  9 08:34:56 PDT 2020,1583768096
Florida,21477737,13,2,FL,211,Mon Mar  9 08:34:56 PDT 2020,1583768096
Georgia,10617423,11,0,GA,147,Mon Mar  9 08:34:56 PDT 2020,1583768096
Hawaii,1415872,2,0,HI,25,Mon Mar  9 08:34:56 PDT 2020,1583768096
Illinois,12671821,7,0,IL,194,Mon Mar  9 08:34:56 PDT 2020,1583768096
Indiana,6732219,2,0,IN,147,Mon Mar  9 08:34:56 PDT 2020,1583768096
Iowa,3155070,3,0,IA,118,Mon Mar  9 08:34:56 PDT 2020,1583768096
Kansas,2913314,1,0,KS,139,Mon Mar  9 08:34:56 PDT 2020,1583768096
Kentucky,4467673,4,0,KY,102,Mon Mar  9 08:34:56 PDT 2020,1583768096
Maryland,6045680,5,0,MD,56,Mon Mar  9 08:34:56 PDT 2020,1583768096
Massachusetts,6892503,28,0,MA,78,Mon Mar  9 08:34:56 PDT 2020,1583768096
Minnesota,5639632,2,0,MN,138,Mon Mar  9 08:34:56 PDT 2020,1583768096
Missouri,6137428,1,0,MO,123,Mon Mar  9 08:34:56 PDT 2020,1583768096
Nebraska,1934408,16,0,NE,91,Mon Mar  9 08:34:56 PDT 2020,1583768096
Nevada,3080156,4,0,NV,45,Mon Mar  9 08:34:56 PDT 2020,1583768096
New Hampshire,1359711,4,0,NH,28,Mon Mar  9 08:34:56 PDT 2020,1583768096
New Jersey,8882190,6,0,NJ,80,Mon Mar  9 08:34:56 PDT 2020,1583768096
New York,19453561,106,0,NY,194,Mon Mar  9 08:34:56 PDT 2020,1583768096
North Carolina,10488084,2,0,NC,120,Mon Mar  9 08:34:56 PDT 2020,1583768096
Oklahoma,3956971,1,0,OK,130,Mon Mar  9 08:34:56 PDT 2020,1583768096
Oregon,4217737,13,0,OR,62,Mon Mar  9 08:34:56 PDT 2020,1583768096
Pennsylvania,12801989,6,0,PA,190,Mon Mar  9 08:34:56 PDT 2020,1583768096
Rhode Island,1059361,3,0,RI,12,Mon Mar  9 08:34:56 PDT 2020,1583768096
South Carolina,5148714,6,0,SC,67,Mon Mar  9 08:34:56 PDT 2020,1583768096
Tennessee,6829174,3,0,TN,118,Mon Mar  9 08:34:56 PDT 2020,1583768096
Texas,28995881,23,0,TX,457,Mon Mar  9 08:34:56 PDT 2020,1583768096
Utah,3205958,2,0,UT,52,Mon Mar  9 08:34:56 PDT 2020,1583768096
Vermont,623989,1,0,VT,16,Mon Mar  9 08:34:56 PDT 2020,1583768096
Virginia,8535519,2,0,VA,95,Mon Mar  9 08:34:56 PDT 2020,1583768096
Washington,7614893,141,19,WA,101,Mon Mar  9 08:34:56 PDT 2020,1583768096
Wisconsin,5822434,1,0,WI,136,Mon Mar  9 08:34:56 PDT 2020,1583768096
